Gene,Category,Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,significance,log.sca.pval
hisD,Other,242384E_coliDH5_04116,-0.7032915365,32.10073484,-4.640514529,0.0003740339063,0.001775506629,-0.5979445739,28,-5.189372497,0.0001032207681,0.0005936234821,Not Significant,3.986232914
mtlA_2,Other,242384E_coliDH5_02897,-0.5770141767,28.57502569,-4.810532761,0.0002708878004,0.00139495124,-0.2670011794,6,-5.188277026,0.0001034402427,0.0005936234821,Not Significant,3.985310469
unknown,Other,242384E_coliDH5_00691,-0.7015540505,27.88423525,-5.057799309,0.0001705002516,0.0009570415581,0.2090337018,3,-5.185880115,0.0001039221402,0.0005949091253,Not Significant,3.983291918
glnM,Other,242384E_coliDH5_03491,4.528684938,23.65062535,5.027015689,0.000180540648,0.001003631988,0.1501314736,1,5.176177975,0.0001058965662,0.0006047113322,Significant,3.975118122
fis,Other,242384E_coliDH5_03899,2.195777145,25.47495277,5.216932702,0.000127090204,0.0007576152469,0.5117949955,1,5.172189088,0.0001067195248,0.0006079060336,Significant,3.971756117
corA,Other,242384E_coliDH5_03341,0.9753327416,27.50193736,5.106937359,0.000155656705,0.0008910670431,0.3028339352,2,5.168667622,0.0001074515381,0.0006105682225,Not Significant,3.968787364
dksA,Other,242384E_coliDH5_01268,0.7878286211,28.24513819,4.943591119,0.0002109509866,0.001131776572,-0.01002273585,4,5.16049463,0.0001091705265,0.0006188118048,Not Significant,3.961894595
unknown,Other,242384E_coliDH5_00602,2.5917438,28.16732453,5.081926183,0.0001630367507,0.0009196081075,0.2551241062,1,5.114984005,0.0001192758795,0.0006744349365,Significant,3.923447372
lon_2,Other,242384E_coliDH5_02720,-0.4835965368,30.76870177,-4.319275941,0.0006942083958,0.00292785881,-1.23013163,21,-5.107472935,0.0001210343288,0.000682704637,Not Significant,3.917091434
rfbC,Other,242384E_coliDH5_03679,1.339408747,26.50342276,5.641231282,0.00005902024333,0.0003890277182,1.304047557,1,5.105904601,0.0001214048629,0.0006828518506,Significant,3.915763917
yejK,Other,242384E_coliDH5_03013,1.046311628,27.35238062,6.330588328,0.00001789230006,0.0001495562907,2.54117678,1,5.104859575,0.0001216524103,0.0006828518506,Significant,3.914879282
dnaG,Other,242384E_coliDH5_01907,-0.9523562022,25.29259594,-6.811392216,0.000008090859444,0.00007649841285,3.365887827,1,-5.101912837,0.0001223532475,0.0006851187912,Not Significant,3.912384499
folE,Other,242384E_coliDH5_03047,0.8635202202,30.73861159,4.740956873,0.0003089954154,0.00154370622,-0.4020945684,11,5.094785482,0.0001240656629,0.0006930253856,Not Significant,3.9063484
cobB,Other,242384E_coliDH5_03220,0.7580176341,27.22228865,5.118832969,0.000152269155,0.0008782123513,0.3255001527,2,5.088584824,0.000125575545,0.0006997651746,Not Significant,3.901094928
glpR_2,Other,242384E_coliDH5_02806,2.155696776,24.02485738,5.092295233,0.0001599340521,0.0009065549341,0.2749121564,1,5.051319079,0.0001350581788,0.0007507932974,Significant,3.869479111
murF,Other,242384E_coliDH5_01210,1.050841978,27.5337989,4.958051054,0.0002053222839,0.001104145708,0.01779117021,2,5.044173095,0.0001369593774,0.0007595319321,Significant,3.863408227
ybiI,Other,242384E_coliDH5_00145,-1.68609925,21.43717931,-5.23867789,0.0001221196723,0.0007321478559,0.5529363886,1,-5.029844951,0.0001408550085,0.0007792626009,Significant,3.851227706
rpe_1,Other,242384E_coliDH5_01620,1.185237697,28.32448084,4.816454896,0.0002678770782,0.001382533377,-0.2555246801,4,5.020196826,0.0001435424285,0.0007922305803,Significant,3.84301971
yqjI,Other,242384E_coliDH5_01912,0.8581928795,26.57058985,7.362664316,0.000003384111068,0.00003808363041,4.27288098,1,5.009877288,0.0001464754418,0.0008064888886,Not Significant,3.834235183
slyB,Other,242384E_coliDH5_00555,-0.9785932732,31.3677259,-4.670824505,0.0003530395251,0.001707467892,-0.538744275,14,-5.000128303,0.0001493030618,0.0008193630617,Not Significant,3.825931286
nanR_1,Other,242384E_coliDH5_03866,1.073715128,25.83156252,6.023098145,0.00003022327063,0.0002339767965,1.997230387,1,4.99937462,0.0001495239918,0.0008193630617,Significant,3.825289117
ggt,Other,242384E_coliDH5_01679,-0.7312279171,27.31795388,-4.764558357,0.0002954835123,0.001494913296,-0.3562146104,4,-4.974620266,0.0001569707875,0.0008581317696,Not Significant,3.804181163
pyrI,Other,242384E_coliDH5_00707,1.144420668,26.88328458,5.781564567,0.00004604360282,0.0003166677991,1.56102906,1,4.973163177,0.0001574208563,0.0008585577196,Significant,3.80293773
ybgI,Other,242384E_coliDH5_00051,-0.751353529,29.49276465,-4.674566683,0.0003505331579,0.001702484201,-0.5314410807,6,-4.961973988,0.0001609216148,0.0008755805785,Not Significant,3.793385618
unknown,Other,242384E_coliDH5_01593,1.589064411,23.86091983,5.205695068,0.0001297408546,0.0007655042242,0.4905116374,1,4.956923839,0.000162527831,0.0008822393087,Significant,3.78907226
uvrB,Other,242384E_coliDH5_00121,-0.6168357752,28.37110234,-4.626526729,0.0003841528909,0.001812353209,-0.625293319,6,-4.955443493,0.0001630017834,0.0008827350103,Not Significant,3.787807644
pyrH,Other,242384E_coliDH5_01293,1.608219131,28.12452283,5.184247561,0.0001349603541,0.0007911678861,0.4498500097,1,4.949353285,0.0001649666732,0.000891283642,Significant,3.782603784
yidA,Other,242384E_coliDH5_02998,0.4654733525,28.3494463,4.719333905,0.0003219348933,0.001591780757,-0.4441759247,4,4.947188475,0.000165670972,0.0008929975056,Not Significant,3.78075358
ndk,Other,242384E_coliDH5_01443,0.8113577564,29.33775475,4.639185837,0.0003749831739,0.001776357664,-0.6005416506,7,4.933907162,0.0001700602422,0.0009145197643,Not Significant,3.769397207
sdhE,Other,242384E_coliDH5_02620,1.33918101,23.22513908,5.387137222,0.00009315842809,0.0005700702748,0.832292726,1,4.929036743,0.000171699704,0.0009211888769,Significant,3.765230454
tcyP,Other,242384E_coliDH5_00644,1.47557436,28.2369359,4.784254104,0.0002846754877,0.001449771192,-0.3179691594,2,4.926461562,0.0001725731219,0.0009237266642,Significant,3.763026844
cysD,Other,242384E_coliDH5_01823,0.9416555867,28.53721008,4.688448078,0.0003413951952,0.001668641346,-0.5043617206,5,4.918573535,0.0001752770676,0.000936028229,Not Significant,3.756274901
gcvH,Other,242384E_coliDH5_02613,2.135000621,25.64634551,4.93175857,0.0002156757493,0.001151768411,-0.03279959177,1,4.901989853,0.0001811050148,0.0009639323606,Significant,3.742069524
ydfG,Other,242384E_coliDH5_00452,0.5793554545,29.54089831,4.608241966,0.0003978076436,0.001857777801,-0.6610699824,5,4.89273042,0.0001844454622,0.0009781969686,Not Significant,3.734132025
mdtA,Other,242384E_coliDH5_03642,-1.210693697,24.63982143,-5.503525204,0.00007550120114,0.0004772089618,1.049396973,1,-4.883863414,0.0001877038041,0.000993194211,Significant,3.726526926
etp,Other,242384E_coliDH5_00325,-4.194662035,23.24615828,-4.73368816,0.0003132840926,0.001561007347,-0.4162354722,1,-4.872352448,0.0001920223057,0.001013719586,Significant,3.71664832
fabF,Other,242384E_coliDH5_03245,0.4963038491,29.66410001,4.391761664,0.0006032194499,0.002633869152,-1.08678458,8,4.869916657,0.0001929491611,0.00101628702,Not Significant,3.714557105
ybeD,Other,242384E_coliDH5_03514,1.195187568,28.09234413,5.504061631,0.00007542842746,0.0004772089618,1.05039365,1,4.866852998,0.0001941214707,0.001020132649,Significant,3.711926427
zntR,Other,242384E_coliDH5_01526,1.649262968,22.61048529,5.053777508,0.0001717784276,0.0009618758071,0.2013443185,1,4.862257327,0.0001958937657,0.001027106631,Significant,3.707979385
pspE,Other,242384E_coliDH5_02077,3.173241405,23.05794553,4.740705474,0.000309142728,0.00154370622,-0.4025835651,1,4.838455776,0.000205342786,0.00107420818,Significant,3.68752055
kdpD,Other,242384E_coliDH5_00036,-2.248348025,24.2994255,-4.831058918,0.0002605995752,0.001354061306,-0.2272387824,1,-4.830824962,0.0002084704259,0.001088102427,Significant,3.680955546
fabI,Other,242384E_coliDH5_02096,0.4957494478,31.2060803,4.185026746,0.0009017256139,0.003710840014,-1.496520588,17,4.828037606,0.0002096250613,0.001091659179,Not Significant,3.678556797
nemA,Other,242384E_coliDH5_00564,1.730513289,26.7435635,4.961219702,0.0002041097663,0.001100189792,0.02388309103,1,4.817281555,0.0002141426672,0.001112673724,Significant,3.669296792
selD,Other,242384E_coliDH5_00679,0.9093886381,28.29091315,4.584144315,0.00041657145,0.0019362181,-0.7082656922,5,4.810069616,0.0002172276918,0.001126166933,Not Significant,3.663084812
hslJ,Other,242384E_coliDH5_03587,-1.264212632,25.42506946,-4.685379336,0.0003433939212,0.001674862106,-0.5103465654,2,-4.808558556,0.0002178798426,0.00112701524,Significant,3.661782947
ycdX,Other,242384E_coliDH5_03304,1.027409894,27.62579412,4.710995396,0.000327073121,0.001605441894,-0.4604158533,2,4.798850609,0.0002221179401,0.001146367087,Significant,3.653416363
slmA,Other,242384E_coliDH5_02940,1.977827606,24.20010367,4.851233334,0.0002508810011,0.001309462601,-0.1881996991,1,4.79493572,0.00022385092,0.001152732305,Significant,3.650041116
tal,Other,242384E_coliDH5_01386,-0.4012487147,32.04033457,-3.878268815,0.001648535297,0.006008168925,-2.108455918,30,-4.793521346,0.0002244804249,0.001153399422,Not Significant,3.648821524
unknown,Other,242384E_coliDH5_02160,0.8147905651,28.6713467,4.642342242,0.0003727321671,0.001772975484,-0.5943723677,3,4.787122439,0.0002273512536,0.001165554093,Not Significant,3.643302647
fdx,Other,242384E_coliDH5_01450,2.666480115,26.09547091,4.72396557,0.0003191169165,0.00158323167,-0.4351582544,1,4.783546227,0.000228972112,0.001171260892,Significant,3.64021741
nadB,Other,242384E_coliDH5_01499,0.9132197973,26.84855966,4.718867581,0.0003222200319,0.001591780757,-0.4450839524,2,4.779345187,0.0002308913451,0.001178465339,Not Significant,3.636592346
rpiR,Other,242384E_coliDH5_00867,2.50680896,26.81880123,4.715918781,0.0003240291563,0.00159389182,-0.4508263536,1,4.759000268,0.0002404225033,0.001224403344,Significant,3.619024885
amn,Other,242384E_coliDH5_02385,0.490433669,28.9298553,4.328429076,0.0006819817447,0.002888792005,-1.21201047,7,4.748107133,0.0002456909732,0.001248478139,Not Significant,3.609610799
dmsC_1,Other,242384E_coliDH5_00238,-1.889511721,21.78940828,-4.819256624,0.0002664647997,0.001378328011,-0.2500964534,1,-4.744320639,0.0002475499729,0.001255159972,Significant,3.606337117
unknown,Other,242384E_coliDH5_04162,0.7524534011,26.528256,4.730866873,0.0003149652248,0.001566001667,-0.4217255182,2,4.730833936,0.00025428956,0.001286504419,Not Significant,3.59467147
cysN,Other,242384E_coliDH5_01824,0.7783768349,29.94909527,4.380880214,0.000616055927,0.002671505683,-1.108279991,12,4.72606133,0.000256719437,0.00129595567,Not Significant,3.590541248
glnS,Other,242384E_coliDH5_00021,-0.3801417493,30.01870556,-3.887945832,0.001617285212,0.005941205388,-2.089105686,16,-4.722118336,0.0002587449178,0.001301684413,Not Significant,3.587128172
ycjF,Other,242384E_coliDH5_02063,-0.8455415553,24.9346475,-6.574537012,0.0000119143934,0.0001057173291,2.963559133,1,-4.721657479,0.0002589827246,0.001301684413,Not Significant,3.586729205
gcd,Other,242384E_coliDH5_01247,-0.4104882277,29.72756009,-3.896490204,0.001590193657,0.005863051726,-2.072021893,23,-4.71999006,0.0002598450069,0.001303179197,Not Significant,3.585285624
ynfF,Other,242384E_coliDH5_00500,-1.235391169,21.69619514,-5.210798314,0.0001285300901,0.0007603049175,0.5001787133,1,-4.714620942,0.0002626416561,0.001314347724,Significant,3.580636392
purL,Other,242384E_coliDH5_01482,0.3026477043,31.87706872,3.441369977,0.003930620937,0.01209059,-2.981996307,38,4.711815359,0.0002641152968,0.001316603574,Not Significant,3.578206445
radA,Other,242384E_coliDH5_02424,-0.692595936,27.54240279,-4.433554318,0.0005564186401,0.002454412625,-1.004307739,6,-4.711590382,0.0002642338338,0.001316603574,Not Significant,3.578011574
nagB_1,Other,242384E_coliDH5_00018,-0.5573593773,29.15939696,-4.339353939,0.0006676772122,0.002841939721,-1.190389091,7,-4.70303879,0.0002687802747,0.001336370892,Not Significant,3.570602606
yejM,Other,242384E_coliDH5_03011,-0.6510041388,26.44183006,-4.757191293,0.0002996343696,0.001512596259,-0.3705299127,2,-4.693745472,0.0002738122117,0.001357833327,Not Significant,3.562547187
ychN,Other,242384E_coliDH5_02230,1.797971424,26.72854382,4.789966062,0.0002816181006,0.001439845497,-0.3068848164,1,4.692901242,0.0002742740921,0.001357833327,Significant,3.561815214
unknown,Other,242384E_coliDH5_02357,2.233030133,24.8361863,4.682629257,0.0003451953573,0.001680096391,-0.5157106858,1,4.691069764,0.0002752788507,0.001359889312,Significant,3.560227154
yehX,Other,242384E_coliDH5_03070,-0.9241075226,27.05047945,-5.973234653,0.00003294564707,0.000251904003,1.907817449,1,-4.68601949,0.0002780690777,0.001370737954,Not Significant,3.555847304
occR,Other,242384E_coliDH5_01735,-1.340624515,21.36188069,-5.023418847,0.0001817531553,0.001005526449,0.1432422626,1,-4.667118368,0.0002887719799,0.001418576974,Significant,3.539444949
unknown,Other,242384E_coliDH5_03961,1.677501963,22.75432119,4.805695309,0.0002733730378,0.001404613804,-0.2763783035,1,4.666717419,0.0002890035447,0.001418576974,Significant,3.539096831
fldC,Other,242384E_coliDH5_02480,1.334411148,24.86526903,5.020030445,0.0001829031204,0.0010094677,0.1367509684,1,4.660186843,0.0002928021693,0.001434171135,Significant,3.53342571
ilvE,Other,242384E_coliDH5_03386,0.5066650697,28.99930693,4.57946741,0.0004203176055,0.001943231896,-0.7174314026,3,4.65540735,0.0002956146838,0.001444879397,Not Significant,3.529273997
yidH,Other,242384E_coliDH5_02976,-1.381396443,21.3374718,-4.969271922,0.0002010617587,0.001091410535,0.03935906848,1,-4.654109222,0.0002963833493,0.001445573757,Significant,3.528146198
yceM,Other,242384E_coliDH5_03271,-0.8034570343,25.89216671,-4.612708182,0.0003944268219,0.001845725513,-0.6523284561,2,-4.642683961,0.0003032377146,0.001475884826,Not Significant,3.518216785
mlaD,Other,242384E_coliDH5_02029,-0.840539989,27.67333778,-4.420113985,0.0005710480638,0.002504577725,-1.030817685,5,-4.641161745,0.0003041631371,0.001477272331,Not Significant,3.516893421
lsrF,Other,242384E_coliDH5_00429,0.8068664097,25.51712807,6.682658383,0.000009975526056,0.00009132356592,3.148165904,1,4.638478884,0.0003058012254,0.00148210804,Not Significant,3.514560779
phoP,Other,242384E_coliDH5_03210,0.8438910091,29.35544756,4.36933495,0.0006299825363,0.002721666126,-1.131096021,7,4.628859434,0.0003117493851,0.001504915372,Not Significant,3.506194394
sapF,Other,242384E_coliDH5_02095,-1.402822246,24.33697363,-4.918573164,0.0002210700242,0.001169744371,-0.05819828361,1,-4.628759688,0.0003118116809,0.001504915372,Significant,3.50610762
yfdC,Other,242384E_coliDH5_01097,-1.919758859,23.69807043,-4.656637767,0.0003627104132,0.001746916332,-0.5664427535,1,-4.607616447,0.0003253089338,0.001565166019,Significant,3.48770401
unknown,Other,242384E_coliDH5_02128,-1.862682365,22.59532185,-4.671655071,0.0003524816521,0.001707467892,-0.5371232397,1,-4.607090484,0.0003256522277,0.001565166019,Significant,3.487245947
lacR_1,Other,242384E_coliDH5_01916,-1.192654758,24.51647056,-5.107091079,0.0001556124343,0.0008910670431,0.3031269418,1,-4.603539049,0.0003279799795,0.001569812889,Significant,3.484152666
unknown,Other,242384E_coliDH5_03964,1.226867766,27.16228601,4.433678118,0.0005562856931,0.002454412625,-1.004063618,3,4.598247656,0.0003314798539,0.001583279551,Significant,3.479542861
fadB,Other,242384E_coliDH5_03313,1.248096,26.10457118,5.004840719,0.000188151698,0.001030926175,0.1076357575,1,4.582547615,0.0003420913265,0.001630588203,Significant,3.465857937
prc,Other,242384E_coliDH5_02237,-0.4558088984,29.1639264,-4.011303263,0.001267881213,0.004940881686,-1.842646319,12,-4.577530356,0.0003455553471,0.001643703476,Not Significant,3.461482382
hcxA,Other,242384E_coliDH5_03546,1.907791877,24.99952802,4.621932691,0.0003875375303,0.001822039888,-0.6342793706,1,4.573819824,0.0003481402832,0.001652591838,Significant,3.458245722
hsdM,Other,242384E_coliDH5_02467,0.7057504399,27.87471214,4.5834543,0.0004171219747,0.0019362181,-0.7096178514,2,4.571565553,0.0003497203851,0.001656683631,Not Significant,3.456279052
unknown,Other,242384E_coliDH5_02140,-2.615972452,24.07851748,-4.503644521,0.0004861364524,0.002212064686,-0.8662879951,1,-4.567329216,0.0003527097009,0.001667420656,Significant,3.452582595
rimK,Other,242384E_coliDH5_00194,2.28409832,23.10902735,4.532889019,0.0004595759984,0.002116251155,-0.8088174965,1,4.558742784,0.0003588491749,0.001692975555,Significant,3.445088048
unknown,Other,242384E_coliDH5_01075,1.40252598,23.89142306,4.82686549,0.0002626680825,0.001361742171,-0.2353586293,1,4.557719804,0.0003595878894,0.001692998492,Significant,3.444194943
bioD1_2,Other,242384E_coliDH5_00505,2.395331538,25.59895883,4.511277879,0.0004790548334,0.00219281647,-0.8512803246,1,4.552179107,0.0003636160979,0.001708477267,Significant,3.439356898
xseA,Other,242384E_coliDH5_01434,-0.7159651395,26.73974137,-4.547290236,0.0004470501306,0.002062689302,-0.7805428046,2,-4.543654872,0.0003699038799,0.001734488315,Not Significant,3.431911113
fadL,Other,242384E_coliDH5_01094,0.9155340758,26.32427134,4.467230372,0.0005214313614,0.002326773986,-0.9379453866,2,4.537706339,0.0003743576136,0.001748808434,Not Significant,3.42671333
frmB,Other,242384E_coliDH5_04261,1.493671338,23.10568912,4.740957088,0.0003089952893,0.00154370622,-0.40209415,1,4.537183528,0.0003747516638,0.001748808434,Significant,3.42625643
ptsH,Other,242384E_coliDH5_01346,1.102437549,30.31014356,4.313624786,0.0007018692113,0.002954579281,-1.241322447,7,4.535613814,0.000375937336,0.001748808434,Significant,3.42488454
bioH,Other,242384E_coliDH5_01646,-1.142701788,24.89737201,-5.080617571,0.0001634327369,0.0009196081075,0.2526259123,1,-4.535544179,0.000375990023,0.001748808434,Significant,3.424823679
dppD,Other,242384E_coliDH5_03146,1.478616501,26.92593647,4.741328664,0.0003087776886,0.00154370622,-0.401371406,1,4.530297537,0.0003799815624,0.001763817836,Significant,3.420237476
unknown,Other,242384E_coliDH5_03160,-1.596023163,21.89837543,-4.662496556,0.0003586838527,0.001731137339,-0.5550016788,1,-4.515967308,0.0003911062906,0.001811811672,Significant,3.407705199
unknown,Other,242384E_coliDH5_03712,0.9155315046,26.23677943,4.432232535,0.0005578401249,0.002455986962,-1.00691424,2,4.503849496,0.0004007734644,0.001852874514,Not Significant,3.397101041
rlmA,Other,242384E_coliDH5_03742,1.147547967,25.89735009,5.00362459,0.0001885786068,0.001030926175,0.1053036139,1,4.489611329,0.0004124453506,0.001903022848,Significant,3.384633588
ftsI,Other,242384E_coliDH5_01208,2.211876083,24.25244032,4.467668504,0.0005209913878,0.002326773986,-0.9370825827,1,4.487758487,0.0004139896118,0.001906335398,Significant,3.383010556
seqA,Other,242384E_coliDH5_00028,-0.788998063,28.32759672,-4.246389752,0.0007999561912,0.003319242685,-1.374623701,6,-4.48528653,0.0004160590945,0.001912048468,Not Significant,3.38084498
frmR,Other,242384E_coliDH5_04263,0.5825225835,26.53140948,4.376210167,0.0006216507489,0.002690709714,-1.117507902,3,4.481224385,0.0004194828764,0.001920493027,Not Significant,3.377285763
uvrD,Other,242384E_coliDH5_03343,-0.4986468617,27.52382111,-4.15390691,0.0009583100772,0.003892291106,-1.558419098,6,-4.479831766,0.0004206632715,0.001920493027,Not Significant,3.376065405
mrdA,Other,242384E_coliDH5_03510,-0.866767297,25.73133507,-5.7964499,0.00004485393784,0.0003119426256,1.588135803,1,-4.479683414,0.0004207892153,0.001920493027,Not Significant,3.3759354
rsmJ,Other,242384E_coliDH5_04172,-2.113698188,22.83628486,-4.474256151,0.0005144218898,0.002309995806,-0.9241114931,1,-4.479168715,0.0004212264724,0.001920493027,Significant,3.375484343
dnaB,Other,242384E_coliDH5_00907,-0.5275097248,27.57472862,-4.127648655,0.00100887404,0.004069007711,-1.610686287,7,-4.475480211,0.0004243736295,0.001931025569,Not Significant,3.372251611
nlpD_2,Other,242384E_coliDH5_02652,-0.7586623638,26.84351849,-4.445292982,0.0005439567578,0.002417934952,-0.9811654497,2,-4.468092998,0.0004307491888,0.00195573485,Not Significant,3.365775532
ompT,Other,242384E_coliDH5_04144,0.6085199347,32.11360314,4.057933256,0.001156769927,0.004577475507,-1.749611567,14,4.467231149,0.0004314993665,0.00195573485,Not Significant,3.365019838
nuoH,Other,242384E_coliDH5_01031,3.189463671,24.06969063,4.353701829,0.0006493571504,0.002779344983,-1.162005633,1,4.457883664,0.0004397220446,0.001985203047,Significant,3.356821761
yceB,Other,242384E_coliDH5_03276,1.01104152,26.12691156,5.214277706,0.0001277113263,0.0007588088349,0.506767954,1,4.455485849,0.0004418570379,0.001990945677,Significant,3.354718223
edd,Other,242384E_coliDH5_02259,-1.134155471,23.943816,-4.966758511,0.0002020080652,0.001093973254,0.03452917148,1,-4.451537766,0.0004453955032,0.001999733222,Significant,3.351254172
serB,Other,242384E_coliDH5_02425,-0.5220597611,26.74981206,-4.616768567,0.0003913789109,0.001835185259,-0.6443827874,2,-4.451005117,0.0004458751031,0.001999733222,Not Significant,3.350786777
mukE,Other,242384E_coliDH5_00265,0.8474370671,26.83357413,5.836330773,0.00004182220571,0.0002996392192,1.660615959,1,4.450375231,0.000446442937,0.001999733222,Not Significant,3.350234043
rsxC,Other,242384E_coliDH5_00542,2.155499526,23.4349148,4.435325922,0.0005545192431,0.002454412625,-1.00081442,1,4.44945424,0.0004472745307,0.001999733222,Significant,3.349425831
yeaD,Other,242384E_coliDH5_03701,0.9083023345,27.6012901,4.29812849,0.0007233243426,0.003028510451,-1.272020108,3,4.445350073,0.0004509996192,0.002012487662,Not Significant,3.345823825
tag,Other,242384E_coliDH5_03154,1.439942472,22.27773927,4.648464113,0.0003684059648,0.00175844951,-0.5824095846,1,4.436829707,0.0004588346353,0.002043497111,Significant,3.338343807
pyrF,Other,242384E_coliDH5_02104,0.7476071119,27.70063665,4.247974743,0.0007974892439,0.003314968803,-1.371478038,4,4.432280433,0.0004630748327,0.002058407782,Not Significant,3.334348821
unknown,Other,242384E_coliDH5_00531,1.855444952,23.29374983,4.448065621,0.0005410554187,0.002409681179,-0.9757008546,1,4.406197593,0.0004881708349,0.002165788685,Significant,3.31142817
cueR,Other,242384E_coliDH5_02767,1.731644614,24.05505,4.479878687,0.0005088822665,0.002292951931,-0.9130434332,1,4.403491783,0.00049085263,0.002173506751,Significant,3.309048878
ssuE,Other,242384E_coliDH5_00279,-2.254954334,21.69818661,-4.365852162,0.0006342468529,0.00273496727,-1.137980656,1,-4.397857633,0.0004964851888,0.002194236265,Significant,3.304093703
cca,Other,242384E_coliDH5_01896,-0.7574020949,26.7274071,-4.355722149,0.0006468192695,0.002778793398,-1.158010115,2,-4.383537716,0.0005111001766,0.00225450881,Not Significant,3.291493969
deoA,Other,242384E_coliDH5_02431,0.3254338869,29.00745908,3.63133172,0.002691359335,0.008895366743,-2.602502479,11,4.375217741,0.0005197927043,0.002288476658,Not Significant,3.28416982
mdaB,Other,242384E_coliDH5_03956,-0.558531123,27.92836394,-4.474008343,0.000514667466,0.002309995806,-0.9245993652,2,-4.369655364,0.0005256882388,0.002310024318,Not Significant,3.279271739
ftsQ,Other,242384E_coliDH5_01217,1.234184526,22.6885203,4.716915289,0.0003234166164,0.00159389182,-0.4488856924,1,4.364460058,0.0005312563922,0.002330054176,Significant,3.274695831
fadH,Other,242384E_coliDH5_01922,1.766115562,21.99253144,4.42089631,0.0005701857866,0.002504577725,-1.029274241,1,4.360663898,0.0005353630381,0.002343610112,Significant,3.271351616
menD,Other,242384E_coliDH5_01013,1.743129319,24.6538183,4.416629678,0.0005749047713,0.002516708363,-1.037692416,1,4.350981621,0.00054598462,0.002377635063,Significant,3.262819591
lldR_1,Other,242384E_coliDH5_01935,0.8985877179,25.08335138,5.368394001,0.00009638162063,0.0005882338593,0.7971721714,1,4.35078813,0.0005461990617,0.002377635063,Not Significant,3.26264905
unknown,Other,242384E_coliDH5_02596,-0.698410857,29.48010739,-4.044536959,0.00118763403,0.004683541378,-1.776330872,10,-4.350762577,0.0005462273877,0.002377635063,Not Significant,3.262626528
fruB,Other,242384E_coliDH5_03031,-0.4037730424,28.96236838,-3.974394557,0.001363506231,0.005203286382,-1.916340757,6,-4.349523217,0.0005476030511,0.00237913416,Not Significant,3.261534141
glnK,Other,242384E_coliDH5_02731,1.46991525,21.80589756,4.518603919,0.0004723581526,0.002170777407,-0.8368813594,1,4.345333044,0.0005522803045,0.002394944854,Significant,3.257840444
spoT,Other,242384E_coliDH5_02949,-0.6586462256,27.58994114,-4.342743938,0.00066330138,0.002833770896,-1.183681605,2,-4.326014646,0.0005743774807,0.0024860954,Not Significant,3.240802596
elbB,Other,242384E_coliDH5_02045,0.8263694192,28.7023881,4.174729827,0.0009200596852,0.003756774679,-1.516995885,3,4.313735454,0.0005888899512,0.002541676016,Not Significant,3.229965856
unknown,Other,242384E_coliDH5_03653,-0.5319376762,26.98648811,-4.125603335,0.001012925325,0.00407821767,-1.614758929,4,-4.312546189,0.0005903152399,0.002541676016,Not Significant,3.228916005
sspB,Other,242384E_coliDH5_03868,1.180824122,26.21766936,4.701829694,0.0003328188603,0.001630176456,-0.4782744621,1,4.31194734,0.0005910342689,0.002541676016,Significant,3.228387337
uvrA,Other,242384E_coliDH5_00900,-0.5575562606,29.5990546,-3.903273184,0.001569015807,0.00580083248,-2.058460981,13,-4.311455488,0.0005916254966,0.002541676016,Not Significant,3.227953118
unknown,Other,242384E_coliDH5_02925,1.409747172,23.59659645,4.499781888,0.0004897608606,0.002219800207,-0.873883993,1,4.302606471,0.0006023660831,0.002583008464,Significant,3.22013949
gudD,Other,242384E_coliDH5_01788,3.501593972,25.42850147,4.183746618,0.0009039844334,0.003710840014,-1.499065797,1,4.300405846,0.0006050678622,0.002589780256,Significant,3.218195914
yecM,Other,242384E_coliDH5_02284,1.016272923,25.83827715,4.937533449,0.0002133562863,0.001142025412,-0.02168146113,1,4.298720926,0.000607144846,0.002593857703,Significant,3.216707687
ltaE,Other,242384E_coliDH5_00212,0.4467087597,28.41878709,3.965236394,0.001388351579,0.005267972191,-1.934633378,6,4.297632236,0.0006084907278,0.00259480242,Not Significant,3.215746035
cutA,Other,242384E_coliDH5_00817,2.196002823,23.8443607,4.261521703,0.00077671961,0.003240311284,-1.344598173,1,4.292128644,0.0006153412076,0.002619173738,Significant,3.210884001
trxA,Other,242384E_coliDH5_03376,0.9003792052,31.50916355,4.078935821,0.001110020071,0.004422826086,-1.707736174,6,4.290194915,0.0006177668054,0.002624655654,Not Significant,3.209175431
yfcE,Other,242384E_coliDH5_01050,1.677997196,26.27179036,4.364566059,0.0006358290363,0.002736674602,-1.140523188,1,4.287618612,0.0006210135801,0.00263359987,Significant,3.206898903
pka,Other,242384E_coliDH5_01509,2.225249758,25.2265126,4.249640389,0.0007949051586,0.003310191698,-1.368172463,1,4.284502799,0.0006249635294,0.002645487821,Significant,3.204145326
lysA,Other,242384E_coliDH5_01736,0.7107706974,27.34973454,4.147378577,0.0009706341359,0.003935418193,-1.571410564,3,4.274731268,0.0006375179397,0.002690229389,Not Significant,3.19550759
aspT_1,Other,242384E_coliDH5_00189,-1.206827807,24.56208905,-4.62159749,0.0003877856892,0.001822039888,-0.6349351073,1,-4.274463626,0.000637865399,0.002690229389,Significant,3.195270955
