Gene,Category,Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,significance,log.sca.pval
aceE,Fermentation,242384E_coliDH5_01237,-0.2129791831,32.62945947,-2.179266807,0.04673704284,0.09114315961,-5.384521395,45,-2.81706701,0.0128122378,0.03212807892,Not Significant,1.892375009
ldhA,Fermentation,242384E_coliDH5_03586,-0.2954819729,29.27558702,-2.348044808,0.03395811379,0.07096138453,-5.085506014,8,-2.570495073,0.02106773519,0.04836145779,Not Significant,1.676382149
mhpF,Fermentation,242384E_coliDH5_04257,0.5993637109,25.54233915,2.294761596,0.03758569315,0.07707572808,-5.181015084,2,2.35284905,0.03240080886,0.06832602015,Not Significant,1.489444148
fumB,Fermentation,242384E_coliDH5_00834,1.379244888,23.60491756,2.204726608,0.04455655962,0.08802976483,-5.340093302,1,2.243844342,0.04004208914,0.08075131985,Not Significant,1.397483272
gltA,Fermentation,242384E_coliDH5_00061,0.3270968406,31.89730398,1.829773467,0.08848295288,0.1524497179,-5.965830699,19,1.991750805,0.06455905119,0.1182984361,Not Significant,1.190042861
pflB,Fermentation,242384E_coliDH5_00245,0.1941001813,33.37350707,1.374759742,0.1906396518,0.2804883142,-6.622726058,50,1.571976034,0.1364037876,0.2178629155,Not Significant,0.8651735702
frdA,Fermentation,242384E_coliDH5_00798,0.2985996946,25.52803871,0.527531291,0.6060188249,0.6880341679,-7.422605478,1,0.5342650204,0.6008359254,0.6845078913,Not Significant,0.2212441077
ackA,Fermentation,242384E_coliDH5_01046,0.002307730467,29.73707844,0.01764765801,0.9861669875,0.99046027,-7.56960395,10,0.01947877263,0.9847109288,0.9889978723,Not Significant,0.006691242055
fhuE,Metal homeostasis,242384E_coliDH5_03238,-8.173481444,25.31481599,-31.09159575,0,0,23.23913116,1,-28.79672896,0,0,Significant,14.01979
fecR,Metal homeostasis,242384E_coliDH5_02530,-4.914093767,23.34366185,-26.25796319,0,0,21.06468079,1,-22.17256446,0,0.0000000001100304904,Significant,12.32153455
fecA,Metal homeostasis,242384E_coliDH5_02531,-4.893981928,23.36778337,-19.80317439,0,0.00000000136939379,17.29216198,1,-18.09483454,0,0.000000001053550636,Significant,11.01817289
fhuA,Metal homeostasis,242384E_coliDH5_01273,-1.315798096,30.23879513,-12.26501058,0.00000000644437962,0.0000002252603604,10.78314466,19,-14.61289776,0.0000000002129432275,0.00000001091688946,Significant,9.671736168
cirA,Metal homeostasis,242384E_coliDH5_03045,-8.145628946,26.30206674,-13.43510419,0.000000001959053046,0.00000008217337051,12.01082637,1,-13.65385616,0.0000000005610776854,0.00000002442275887,Significant,9.250977003
fepA,Metal homeostasis,242384E_coliDH5_03563,-4.521303739,27.15604685,-12.31137389,0.000000006136340303,0.0000002177928781,10.83374746,1,-12.03114626,0.000000003327116987,0.0000001114608916,Significant,8.477931928
entC,Metal homeostasis,242384E_coliDH5_03553,-3.178489812,26.11345202,-13.24194677,0.000000002369675288,0.00000009425587742,11.815008,1,-12.01701445,0.000000003381994977,0.0000001114608916,Significant,8.470827042
entF,Metal homeostasis,242384E_coliDH5_03560,-7.280651022,26.16115431,-8.615497878,0.0000005385852665,0.000008452491224,6.187090458,1,-8.857877735,0.0000002057270407,0.000003515646539,Significant,6.686708621
fiu,Metal homeostasis,242384E_coliDH5_00147,-3.630562037,26.09966227,-8.526927112,0.0000006095493924,0.000009183128079,6.058170464,1,-8.462798396,0.0000003698156314,0.000005650097097,Significant,6.432014736
entB,Metal homeostasis,242384E_coliDH5_03551,-3.975191944,27.93428465,-8.2238821,0.0000009373717152,0.0000127959559,5.609889716,1,-8.246877414,0.0000005135554392,0.000007268542321,Significant,6.289412667
entE,Metal homeostasis,242384E_coliDH5_03552,-3.330866809,25.84091492,-7.315326537,0.00000364140402,0.00004058318393,4.196595646,1,-7.302314741,0.000002313025037,0.00002391749397,Significant,5.635819666
fhuC,Metal homeostasis,242384E_coliDH5_01274,-1.855959603,24.19725649,-5.758428614,0.00004795852502,0.0003244584083,1.518839642,1,-5.530023854,0.00005372005512,0.0003414109288,Significant,4.26986355
fepB,Metal homeostasis,242384E_coliDH5_03554,-1.91646617,25.59870117,-4.05686238,0.001159206766,0.004579263716,-1.751747196,1,-4.061308719,0.0009861229697,0.003824934347,Significant,3.006068925
fhuD,Metal homeostasis,242384E_coliDH5_01275,-2.133337271,22.40141829,-3.974011014,0.001364537608,0.005203286382,-1.917106798,1,-4.012685617,0.001089627741,0.004154993716,Significant,2.962721849
entA,Metal homeostasis,242384E_coliDH5_03550,-4.025505815,26.29543821,-3.716157256,0.002273504355,0.00771682589,-2.432788901,1,-3.839446648,0.001556603682,0.005593589868,Significant,2.807821947
entD,Metal homeostasis,242384E_coliDH5_03564,-0.5629335762,21.36334998,-1.486855788,0.1590488321,0.2459685582,-6.473202888,1,-1.45815157,0.1650201122,0.2539702461,Not Significant,0.7824631218
fepC,Metal homeostasis,242384E_coliDH5_03558,0.3938348875,23.43376862,1.015793385,0.3268255084,0.431668055,-7.03800061,1,0.9988011242,0.3334265077,0.4370520414,Not Significant,0.4769998763
feoA,Metal homeostasis,242384E_coliDH5_01642,0.6688729966,23.35985331,0.8128899108,0.429780609,0.5268352098,-7.224921214,1,0.8351900734,0.4164625053,0.5132443359,Not Significant,0.3804240927
modA,Metal homeostasis,242384E_coliDH5_00105,0.1297856297,27.10382866,0.697632413,0.4967396522,0.5908856208,-7.314255028,3,0.7201451872,0.4822932808,0.5762043495,Not Significant,0.3166887885
feoB,Metal homeostasis,242384E_coliDH5_01643,-0.06801752975,24.77244287,-0.1118089375,0.9125494611,0.9381463385,-7.563097197,1,-0.1136474198,0.9109951765,0.9358388177,Not Significant,0.04048392249
narG_2,Nitrate reduction,242384E_coliDH5_02224,8.385210898,26.05051893,37.23866039,0,0,25.45094693,1,33.25371629,0,0,Significant,14.96177825
narH,Nitrate reduction,242384E_coliDH5_02222,6.868933925,25.63417941,21.81139282,0,0.0000000005840556645,18.59774185,1,20.87254053,0,0.0000000002247494585,Significant,11.93216769
narG_1,Nitrate reduction,242384E_coliDH5_02223,4.424128842,24.55684618,19.05228908,0,0.000000002087824073,16.76708233,1,17.14930409,0,0.000000001672213195,Significant,10.67735795
narJ,Nitrate reduction,242384E_coliDH5_02221,4.661815907,24.59460967,17.1543008,0,0.000000005778460321,15.33726536,1,15.99571794,0,0.000000003925274392,Significant,10.23769866
nirD,Nitrate reduction,242384E_coliDH5_01601,4.700077717,24.74400274,9.195542831,0.000000244684139,0.000004515890469,7.008671678,1,9.256702051,0.0000001158957193,0.000002131203482,Significant,6.935932605
narI,Nitrate reduction,242384E_coliDH5_02220,3.265504529,23.54674181,8.533573757,0.0000006038950504,0.000009183128079,6.06787766,1,8.37880716,0.0000004199188397,0.00000620995361,Significant,6.37683464
napA,Nitrate reduction,242384E_coliDH5_00952,1.864694118,23.36763147,7.188084005,0.000004440584163,0.00004656558029,3.990064378,1,6.638907706,0.000007139472619,0.00006334908974,Significant,5.146333868
narL_2,Nitrate reduction,242384E_coliDH5_02228,0.7346104257,28.63002481,5.551121917,0.0000693201648,0.0004467084363,1.137689025,4,5.801485542,0.00003227362903,0.0002207293114,Not Significant,4.491152197
narY,Nitrate reduction,242384E_coliDH5_00379,2.451801772,23.13754745,4.139252238,0.0009862016083,0.003991521246,-1.587585078,1,4.201916414,0.0007395401016,0.003035798958,Significant,3.131038271
narL_1,Nitrate reduction,242384E_coliDH5_00939,2.571388449,24.90714747,3.737794045,0.002177850026,0.007510164441,-2.389492146,1,3.818844104,0.001624203288,0.005776840754,Significant,2.789359615
fnr,Nitrate reduction,242384E_coliDH5_04295,0.7267734487,25.28110853,3.04993353,0.008583898974,0.02340786635,-3.756968152,1,2.762940418,0.01430051717,0.03513449746,Not Significant,1.844648256
narQ,Nitrate reduction,242384E_coliDH5_01391,1.537237032,23.504494,2.723114038,0.01639729719,0.03977767047,-4.389174501,1,2.757474008,0.01445982348,0.0354503855,Significant,1.839837009
nirC,Nitrate reduction,242384E_coliDH5_01602,0.8545545198,21.86633766,1.945871167,0.07186164082,0.1280191547,-5.779083761,1,1.936553872,0.07149315659,0.1278563661,Not Significant,1.145735527
narX,Nitrate reduction,242384E_coliDH5_02227,0.3487378963,25.63247396,1.587299769,0.1345888058,0.2153234223,-6.33202916,1,1.408088824,0.1790992328,0.2689986523,Not Significant,0.7469062746
narZ,Nitrate reduction,242384E_coliDH5_00380,0.1715178773,24.0558903,0.164078226,0.8719960844,0.9072630616,-7.555407029,1,0.1694261609,0.8676812361,0.9045371043,Not Significant,0.06163979421
nrfA,Nitrate reduction,242384E_coliDH5_00888,0.0109872709,23.5902802,0.0349392586,0.9726175121,0.981981882,-7.569118377,1,0.03342779427,0.9737656484,0.9822813078,Not Significant,0.01154555016
lysC,Other,242384E_coliDH5_00938,7.681523777,25.94573248,33.56389639,0,0,24.19308015,1,30.09966002,0,0,Significant,14.30902451
gatY,Other,242384E_coliDH5_03105,3.782843806,29.82339654,28.13994182,0,0,21.96552154,2,27.71343874,0,0,Significant,13.76952036
malK,Other,242384E_coliDH5_00926,5.521205427,23.47797916,30.76940456,0,0,23.10763011,1,25.60045174,0,0,Significant,13.25303873
hybC,Other,242384E_coliDH5_03924,5.246569738,24.6699764,28.9954006,0,0,22.35114654,1,24.19709102,0,0,Significant,12.88693939
sufD,Other,242384E_coliDH5_00596,-2.566596277,27.84357909,-22.12134383,0,0.0000000005409457558,18.78749023,3,-22.53590836,0,0.0000000001100304904,Significant,12.4265154
aceA,Other,242384E_coliDH5_04225,2.879212779,30.72960528,20.38724698,0,0.000000001061637846,17.68614454,10,22.30646201,0,0.0000000001100304904,Significant,12.36040922
yncE,Other,242384E_coliDH5_03854,-2.765275736,29.82295702,-20.35014591,0,0.000000001061637846,17.66148052,9,-22.24461283,0,0.0000000001100304904,Significant,12.3424799
araF,Other,242384E_coliDH5_02307,5.396018251,24.16418077,24.09598072,0,0.0000000002082882411,19.93043319,1,21.48602111,0,0.0000000001595834418,Significant,12.11866708
rspA,Other,242384E_coliDH5_00493,-8.840641675,25.94019992,-19.92818276,0,0.000000001330544976,17.37752237,1,-19.84991912,0,0.0000000004360368057,Significant,11.60958109
aceB,Other,242384E_coliDH5_04226,4.295621593,28.62346857,23.27438881,0,0.000000000298717037,19.46821562,1,19.5591034,0,0.0000000004956019693,Significant,11.51501538
sucD,Other,242384E_coliDH5_00070,1.891566753,30.67008507,17.15930806,0,0.000000005778460321,15.34124707,10,19.43616381,0,0.0000000004956019693,Significant,11.47464566
ydcP_2,Other,242384E_coliDH5_03837,4.966617511,24.42251089,21.51397402,0,0.0000000006098865678,18.41284569,1,19.3363922,0,0.0000000004956019693,Significant,11.44170926
malE,Other,242384E_coliDH5_00928,4.830180878,27.41613414,21.70814049,0,0.0000000005840556645,18.53386943,1,19.32357191,0,0.0000000004956019693,Significant,11.43746565
bfr,Other,242384E_coliDH5_01570,4.295335422,28.07920142,18.47612245,0,0.000000002756869167,16.34920115,2,18.86918457,0,0.0000000006643889376,Significant,11.2853527
yqhD,Other,242384E_coliDH5_03940,3.103990543,29.60396078,17.84414044,0,0.000000003911001649,15.87497936,4,18.61927674,0,0.0000000007656828647,Significant,11.20024507
unknown,Other,242384E_coliDH5_02691,4.480232214,24.03601482,20.45493664,0,0.000000001061637846,17.73101891,1,18.13016584,0,0.000000001053550636,Significant,11.03059012
sufS,Other,242384E_coliDH5_00595,-2.128104159,28.23108766,-17.45293465,0,0.000000004902905883,15.57269877,3,-17.81595908,0,0.00000000126255276,Significant,10.91937538
ribB,Other,242384E_coliDH5_03969,2.239142797,27.06612936,18.06318266,0,0.000000003447307296,16.04127833,2,17.62684814,0,0.000000001386366115,Significant,10.85157157
rcnR,Other,242384E_coliDH5_03096,5.017783356,24.33291458,18.97686997,0,0.000000002098747042,16.71314044,1,17.59741342,0,0.000000001386366115,Significant,10.84095842
ynjE,Other,242384E_coliDH5_00672,4.973243628,24.88902606,18.7560854,0,0.000000002349213082,16.55392752,1,17.40267953,0,0.000000001492737258,Significant,10.77033388
sdhD,Other,242384E_coliDH5_00064,5.406914932,24.10583872,18.35440207,0,0.000000002890209824,16.25918296,1,17.37278569,0,0.000000001492737258,Significant,10.7594286
lamB,Other,242384E_coliDH5_00925,4.083149283,28.04261934,16.9854128,0,0.000000006391301283,15.20227543,2,17.36805275,0,0.000000001492737258,Significant,10.75770046
carB,Other,242384E_coliDH5_01157,1.57349643,31.32911571,14.36962575,0.0000000008057925461,0.00000004131029786,12.92286589,26,17.2790883,0,0.000000001551503194,Significant,10.72513689
nrdD,Other,242384E_coliDH5_00713,-1.953275974,29.10803567,-15.77591628,0.0000000002319673022,0.00000001593029238,14.19441533,6,-16.97664076,0,0.000000001873457308,Significant,10.61328254
sdhA,Other,242384E_coliDH5_00065,2.59340216,29.42018761,15.78025084,0.0000000002311147232,0.00000001593029238,14.1981621,8,16.91001254,0,0.000000001919937192,Significant,10.58839888
acnB,Other,242384E_coliDH5_01241,4.09066884,30.83655841,15.76175233,0.0000000002347767407,0.00000001593029238,14.18216506,9,16.62332822,0,0.00000000238554676,Significant,10.48030968
sufC,Other,242384E_coliDH5_00597,-2.214629029,28.76264893,-15.29800139,0.0000000003501155073,0.00000002243656876,13.77501539,5,-16.16335914,0,0.000000003477014608,Significant,10.30332714
gltD,Other,242384E_coliDH5_02049,2.702921223,31.10031835,14.67280954,0.0000000006106262543,0.00000003354082782,13.206804,16,15.88148472,0,0.000000004230136382,Significant,10.19262518
unknown,Other,242384E_coliDH5_00924,4.024881731,25.51091302,17.63329582,0,0.000000004424062377,15.71291325,1,15.80243099,0,0.000000004420610215,Significant,10.16126287
nuoC,Other,242384E_coliDH5_01035,2.335933289,29.07483274,14.81951226,0.0000000005349116319,0.00000003085102837,13.34219459,6,15.74301507,0,0.000000004541996316,Significant,10.13759909
sucA,Other,242384E_coliDH5_00067,1.724612618,30.41402476,13.83603478,0.000000001329657742,0.00000006260245738,12.40913352,14,15.65011725,0,0.000000004817519927,Significant,10.10044048
sdhB,Other,242384E_coliDH5_00066,3.419602475,28.22305562,14.95669696,0.000000000473122634,0.00000002828035983,13.46764541,3,15.48394138,0,0.000000005476510233,Significant,10.03347908
katG,Other,242384E_coliDH5_02867,1.277967575,30.49382137,13.0621643,0.000000002834958969,0.0000001108517007,11.63038907,11,15.32525626,0.0000000001074142088,0.000000006195114491,Significant,9.968938266
trpC,Other,242384E_coliDH5_02125,-2.021820637,31.11850097,-13.63582976,0.000000001611561023,0.00000007014851472,12.21159311,18,-15.14447966,0.0000000001274419176,0.000000007170939122,Significant,9.894687702
nudJ,Other,242384E_coliDH5_03206,2.888510017,24.86423866,19.33681225,0,0.00000000179578301,16.96857788,1,14.93713459,0.0000000001553976551,0.000000008479786472,Significant,9.808555539
gltB,Other,242384E_coliDH5_02048,2.809534478,32.46664962,13.77234934,0.000000001413151847,0.00000006408887012,12.34658515,33,14.91953026,0.0000000001580541042,0.000000008479786472,Significant,9.801194222
dhaM,Other,242384E_coliDH5_03765,1.782441127,28.6979864,14.31171451,0.0000000008501283771,0.00000004263578622,12.86798567,3,14.62115378,0.000000000211225892,0.00000001091688946,Significant,9.675252847
entH,Other,242384E_coliDH5_03549,-5.258175521,23.72446204,-14.94500027,0.0000000004780815056,0.00000002828035983,13.45699232,1,-14.52762745,0.0000000002315724657,0.00000001151452419,Significant,9.63531308
hypB,Other,242384E_coliDH5_01849,5.082726595,24.84508564,15.00716833,0.0000000004523456804,0.00000002820436445,13.51352201,1,14.51453409,0.0000000002345828509,0.00000001151452419,Significant,9.62970374
ytfQ,Other,242384E_coliDH5_00723,3.973686893,26.24743806,15.68505224,0.000000000250634431,0.00000001652038949,14.11563993,1,14.4123971,0.0000000002595404318,0.000000012474162,Significant,9.585794977
argI,Other,242384E_coliDH5_00700,1.954081384,28.41407427,13.76966691,0.000000001416789066,0.00000006408887012,12.34394471,4,14.38360126,0.0000000002670750879,0.00000001257433118,Significant,9.57336662
sodB,Other,242384E_coliDH5_00570,4.089555065,29.40042537,13.67331922,0.000000001554278647,0.00000006895616999,12.24878743,2,14.07000066,0.0000000003659341961,0.00000001688420381,Significant,9.436597004
dhaK,Other,242384E_coliDH5_03763,2.238693842,28.0197263,13.96997043,0.000000001170739269,0.00000005626865611,12.53980732,2,13.97795041,0.000000000401837086,0.00000001817721877,Significant,9.395949984
fliC,Other,242384E_coliDH5_02329,4.37643348,25.13953132,14.62746158,0.0000000006362833056,0.00000003413733921,13.16469132,1,13.8820423,0.0000000004432484386,0.00000001966488746,Significant,9.353352786
btuD_4,Other,242384E_coliDH5_02197,4.172785981,24.21637595,14.2069805,0.0000000009370529113,0.00000004599534184,12.76819904,1,13.44025328,0.0000000007017695214,0.0000000297323606,Significant,9.153805498
cusF,Other,242384E_coliDH5_04136,6.120554103,24.02166021,13.44154704,0.000000001946737231,0.00000008217337051,12.01731335,1,13.41768328,0.0000000007186855523,0.0000000297323606,Significant,9.143461086
sucC,Other,242384E_coliDH5_00069,1.838546559,31.12581828,12.3735454,0.000000005747650927,0.0000002075328745,10.90134012,9,13.41369188,0.0000000007217218005,0.0000000297323606,Significant,9.141630176
hscA,Other,242384E_coliDH5_01451,1.725022289,27.22522094,13.34691237,0.000000002136245418,0.00000008800568179,11.92174198,2,13.08836201,0.00000000102137409,0.00000004062603492,Significant,8.990815163
argD,Other,242384E_coliDH5_01594,1.860400773,29.79712134,12.19761892,0.000000006921837503,0.0000002345204106,10.70928889,6,12.97586369,0.000000001153655341,0.00000004475666883,Significant,8.937923919
gpmA,Other,242384E_coliDH5_00097,-1.530584641,32.85856994,-11.33499744,0.00000001781111618,0.0000005136280628,9.731127829,31,-12.96763199,0.000000001164022596,0.00000004475666883,Significant,8.934038589
nuoB,Other,242384E_coliDH5_01036,2.648432495,27.6183635,12.67954539,0.000000004181650422,0.0000001555978633,11.22968612,2,12.89116205,0.000000001265186742,0.00000004784894778,Significant,8.897845368
nuoJ,Other,242384E_coliDH5_01029,3.178551718,23.24575255,14.44720278,0.000000000750225467,0.00000003933568528,12.99605575,1,12.82096146,0.000000001366281055,0.0000000508388773,Significant,8.864459954
manX,Other,242384E_coliDH5_03737,1.344859052,30.63857133,11.28119052,0.00000001892937299,0.0000005391365864,9.668019984,12,12.75674492,0.000000001466271522,0.00000005369346668,Significant,8.8337856
iscA,Other,242384E_coliDH5_01453,4.211630765,23.84994204,13.25547031,0.000000002338132162,0.00000009425587742,11.82880273,1,12.70223334,0.000000001557237271,0.00000005613353726,Significant,8.80764521
sufB,Other,242384E_coliDH5_00598,-1.734794566,27.67696372,-12.78792432,0.000000003741948494,0.0000001415192652,11.34428202,2,-12.60607864,0.000000001732584613,0.00000006149342618,Significant,8.761305547
yjjG,Other,242384E_coliDH5_02440,-2.851160904,22.43463434,-14.71022244,0.0000000005902894081,0.00000003321457718,13.24145441,1,-12.56793341,0.000000001807838292,0.00000006319216576,Significant,8.742840419
sucB,Other,242384E_coliDH5_00068,1.43186606,30.59896161,11.0785597,0.00000002385909893,0.0000006475640145,9.428059053,12,12.36303317,0.000000002275898905,0.00000007836565335,Significant,8.642847033
carA,Other,242384E_coliDH5_01156,2.086584483,28.84641383,11.48739156,0.0000000150087455,0.0000004382933654,9.908493087,3,11.85315226,0.000000004093170072,0.0000001329992022,Significant,8.38794021
trpE,Other,242384E_coliDH5_02123,-2.316629161,31.06131783,-11.03052881,0.00000002521728367,0.0000006764682956,9.370639411,16,-11.82955136,0.000000004207992125,0.000000134831081,Significant,8.375925082
nuoG,Other,242384E_coliDH5_01032,2.846149745,29.0841329,11.52198374,0.00000001444045313,0.0000004279341265,9.948473878,2,11.7926285,0.000000004394520108,0.0000001388788752,Significant,8.357088544
mntH,Other,242384E_coliDH5_01141,-6.231928138,24.55928748,-11.6154668,0.00000001301620163,0.0000003951102259,10.05600726,1,-11.72811393,0.000000004741761212,0.0000001478276097,Significant,8.32406032
rpiB,Other,242384E_coliDH5_00866,3.59256386,26.88382651,12.23925592,0.000000006622571555,0.0000002280339191,10.75496197,1,11.57744499,0.000000005670909315,0.0000001744371705,Significant,8.246347298
hsdS,Other,242384E_coliDH5_02468,3.274070919,23.6881066,12.37194752,0.000000005757305577,0.0000002075328745,10.89960668,1,11.47459228,0.000000006414659467,0.0000001947186762,Significant,8.192826394
miaB,Other,242384E_coliDH5_00005,3.340328582,26.53837066,12.18514598,0.000000007014264555,0.0000002345204106,10.69558017,1,11.38160899,0.000000007176161431,0.0000002150052522,Significant,8.1441078
nuoE,Other,242384E_coliDH5_01034,3.383200259,25.24180443,12.05298115,0.000000008078465495,0.000000262493238,10.54955845,1,11.30927897,0.000000007834490905,0.0000002317201348,Significant,8.105989219
katE,Other,242384E_coliDH5_00647,1.597905108,31.09655517,10.13731522,0.00000007324950874,0.000001742130069,8.263378615,20,11.19744467,0.000000008981189429,0.0000002622734685,Significant,8.046666143
pyrE,Other,242384E_coliDH5_02941,3.453123309,25.12099678,11.72889708,0.00000001148589044,0.0000003629856062,10.18549154,1,11.10049197,0.00000001011919459,0.0000002914769587,Significant,7.994854053
hha,Other,242384E_coliDH5_02740,2.533749429,22.49489986,12.92655854,0.000000003250001191,0.0000001249625458,11.4896012,1,11.08431763,0.00000001032344255,0.0000002914769587,Significant,7.986175455
iscS,Other,242384E_coliDH5_01455,1.955839066,30.0342677,10.33652742,0.00000005738670117,0.000001393590733,8.517005566,11,11.08143841,0.00000001036025601,0.0000002914769587,Significant,7.984629513
suhB,Other,242384E_coliDH5_01458,1.484025742,28.38017807,10.42634474,0.00000005146879711,0.000001276758225,8.630073468,5,11.02178914,0.00000001115500628,0.0000003100554155,Significant,7.952530181
dxs,Other,242384E_coliDH5_02701,1.256869378,27.91871651,10.78506878,0.00000003356654111,0.0000008799773903,9.073903296,3,10.98924894,0.00000001161552289,0.0000003157473672,Significant,7.934961235
phnO,Other,242384E_coliDH5_00863,3.552932499,23.57303373,11.52024192,0.00000001446851403,0.0000004279341265,9.946463181,1,10.98800525,0.00000001163351808,0.0000003157473672,Significant,7.934288931
unknown,Other,242384E_coliDH5_00146,-4.135100323,24.07166604,-11.22946685,0.00000002007494541,0.0000005579867358,9.607114903,1,-10.97737582,0.00000001178852507,0.0000003162340389,Significant,7.928540528
gcvP,Other,242384E_coliDH5_02614,1.800857001,29.04011067,10.33895299,0.00000005721772161,0.000001393590733,8.520069426,5,10.8738093,0.00000001341834967,0.000000355817617,Significant,7.872300895
sdaA,Other,242384E_coliDH5_03734,3.406546076,24.67751279,11.19661878,0.00000002084057787,0.000000572371585,9.5683129,1,10.65577304,0.00000001768014021,0.0000004635009485,Significant,7.752514295
cspD,Other,242384E_coliDH5_00222,3.224701874,24.44540996,11.23529617,0.00000001994222789,0.0000005579867358,9.613990821,1,10.58544721,0.00000001934324076,0.0000005004069549,Significant,7.713470763
cysI,Other,242384E_coliDH5_01812,1.600097683,30.91094831,9.691074059,0.0000001282912341,0.000002678612909,7.680602125,15,10.57828245,0.00000001952172776,0.0000005004069549,Significant,7.709481748
unknown,Other,242384E_coliDH5_03128,-1.423878279,28.43190457,-9.729721775,0.0000001221189235,0.000002678612909,7.731894488,9,-10.56135291,0.00000001995042679,0.0000005011081583,Significant,7.700047809
rspR,Other,242384E_coliDH5_00453,2.518602754,23.52981131,12.08408215,0.000000007813441495,0.0000002575087075,10.58404614,1,10.56006257,0.00000001998350696,0.0000005011081583,Significant,7.699328294
acs,Other,242384E_coliDH5_00889,1.277490608,28.03977555,9.826579239,0.0000001079936553,0.000002466746167,7.859750455,5,10.41976181,0.00000002395048644,0.0000005878060873,Significant,7.620685662
menB,Other,242384E_coliDH5_01011,0.9043700125,29.83476116,9.792415182,0.0000001127671229,0.000002550526985,7.814764789,4,10.27510817,0.00000002892369181,0.0000007023890211,Not Significant,7.538746275
aspC,Other,242384E_coliDH5_00270,0.905941789,32.06249377,8.479779317,0.000000651302236,0.000009570409289,5.989160131,25,10.26458017,0.00000002932592349,0.0000007047385989,Not Significant,7.532748303
rbsA_1,Other,242384E_coliDH5_00869,2.434286106,21.86226533,11.71368158,0.00000001167954272,0.0000003641176359,10.16818541,1,10.22753079,0.00000003078907807,0.0000007322721969,Significant,7.511603315
cueO,Other,242384E_coliDH5_01246,2.366345768,26.86068172,11.84136606,0.00000001015622467,0.0000003254223656,10.3128153,1,10.21629988,0.00000003124769321,0.0000007329465995,Significant,7.505182038
uxaA,Other,242384E_coliDH5_01932,-5.712840825,23.70355953,-10.08205484,0.00000007843197566,0.000001846352733,8.192319611,1,-10.21133222,0.00000003145284497,0.0000007329465995,Significant,7.502340066
ridA,Other,242384E_coliDH5_00708,1.503980276,29.84880562,9.69374184,0.0000001278547116,0.000002678612909,7.684147822,4,10.12051249,0.00000003546528302,0.0000008114893247,Significant,7.45019657
grxD,Other,242384E_coliDH5_00568,2.098913642,29.44732134,9.687491403,0.0000001288799449,0.000002678612909,7.675839299,4,10.10047352,0.00000003642137811,0.0000008237658755,Significant,7.438643625
argG,Other,242384E_coliDH5_02008,1.22861475,30.88097521,8.876616294,0.0000003758519219,0.00000639982943,6.561758138,16,9.921675438,0.00000004626047386,0.000001036144788,Significant,7.334789923
unknown,Other,242384E_coliDH5_03832,-1.427276171,29.74717438,-9.257117977,0.0000002255072592,0.000004295289164,7.093632693,7,-9.907058163,0.0000000471804812,0.000001046590097,Significant,7.326237634
acnA,Other,242384E_coliDH5_02109,1.772387508,30.04252875,9.174526941,0.0000002516189593,0.000004607023325,6.979577006,16,9.894112551,0.0000000480114119,0.00000105342132,Significant,7.318655522
