Gene,Category,Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,significance,log.sca.pval
gatY,Other,242384E_coliDH5_03105,5.317499171,29.82339654,39.55598617,0,0,26.22056724,2,38.9564558,0,0,Significant,16.00187458
lysC,Other,242384E_coliDH5_00938,9.232566312,25.94573248,40.3410714,0,0,26.4500748,1,36.17734126,0,0,Significant,15.51507084
narG_2,Nitrate reduction,242384E_coliDH5_02224,8.926260658,26.05051893,39.64145843,0,0,26.24586587,1,35.39938865,0,0,Significant,15.37223228
fhuA,Metal homeostasis,242384E_coliDH5_01273,-2.983799222,30.23879513,-27.8130278,0,0,21.83665134,19,-33.13726709,0,0,Significant,14.93876951
yncE,Other,242384E_coliDH5_03854,-3.913804011,29.82295702,-28.80236558,0,0,22.29072885,9,-31.48367946,0,0,Significant,14.60326633
entC,Metal homeostasis,242384E_coliDH5_03553,-8.08107025,26.11345202,-33.66664938,0,0,24.27182355,1,-30.55235149,0,0,Significant,14.40668555
fhuE,Metal homeostasis,242384E_coliDH5_03238,-8.627460856,25.31481599,-32.81851523,0,0,23.95362692,1,-30.39618473,0,0,Significant,14.37315444
hybC,Other,242384E_coliDH5_03924,6.341716233,24.6699764,35.04777633,0,0,24.76813674,1,29.24788816,0,0,Significant,14.12134903
miaB,Other,242384E_coliDH5_00005,8.24783957,26.53837066,30.08719854,0,0,22.85276631,1,28.103129,0,0,Significant,13.86061902
fliC,Other,242384E_coliDH5_02329,8.375961089,25.13953132,27.99518137,0,0,21.92170852,1,26.56853957,0,0,Significant,13.49456149
narG_1,Nitrate reduction,242384E_coliDH5_02223,6.733686928,24.55684618,28.99828521,0,0,22.37840207,1,26.10187201,0,0,Significant,13.37920754
ynjE,Other,242384E_coliDH5_00672,7.248432618,24.88902606,27.33673058,0,0,21.61104297,1,25.36416057,0,0,Significant,13.19276018
narH,Nitrate reduction,242384E_coliDH5_02222,8.221605387,25.63417941,26.10662246,0,0,21.00605102,1,24.98288578,0,0,Significant,13.0943544
argI,Other,242384E_coliDH5_00700,3.382866597,28.41407427,23.83777187,0,0.0000000001092454958,19.79771979,4,24.90060273,0,0,Significant,13.07292929
gpmA,Other,242384E_coliDH5_00097,-2.923698544,32.85856994,-21.65193262,0,0.0000000003301185345,18.5035918,31,-24.77056528,0,0,Significant,13.03893154
fepA,Metal homeostasis,242384E_coliDH5_03563,-8.977305849,27.15604685,-24.44493341,0,0,20.13363863,1,-23.8885255,0,0,Significant,12.80373236
rspA,Other,242384E_coliDH5_00493,-10.62840072,25.94019992,-23.95806998,0,0.0000000001092454958,19.86504327,1,-23.86397983,0,0,Significant,12.79706961
ydcP_2,Other,242384E_coliDH5_03837,5.960669065,24.42251089,25.81992254,0,0,20.86021167,1,23.20650514,0,0,Significant,12.61613631
bfr,Other,242384E_coliDH5_01570,5.216247994,28.07920142,22.43737151,0,0.0000000002225514037,18.9846757,2,22.91470549,0,0,Significant,12.53427175
gltD,Other,242384E_coliDH5_02049,3.780246142,31.10031835,20.52106853,0,0.000000000541056419,17.77641197,16,22.21149503,0,0,Significant,12.3328601
carB,Other,242384E_coliDH5_01157,2.001024193,31.32911571,18.27393328,0,0.00000000167340078,16.19556275,26,21.97391305,0,0,Significant,12.26344994
aroF,Other,242384E_coliDH5_03482,5.949389818,30.6018737,20.59235868,0,0.0000000005350864834,17.82351823,5,21.51841931,0,0,Significant,12.12837669
trpC,Other,242384E_coliDH5_02125,-2.853751718,31.11850097,-19.24664923,0,0.00000000103831993,16.90360833,18,-21.37607267,0,0,Significant,12.08561313
araF,Other,242384E_coliDH5_02307,5.331632796,24.16418077,23.80846674,0,0.0000000001092454958,19.78126118,1,21.22964925,0,0,Significant,12.04134491
narJ,Nitrate reduction,242384E_coliDH5_02221,6.01876227,24.59460967,22.14751944,0,0.0000000002534405499,18.8093307,1,20.65170001,0,0.0000000001262801659,Significant,11.86377244
trpA,Other,242384E_coliDH5_02127,-2.397802907,31.44321495,-18.17921746,0,0.000000001709153782,16.12454423,13,-20.30171717,0,0.000000000156352839,Significant,11.75396848
argA,Other,242384E_coliDH5_01757,2.665954858,27.7403783,19.54275553,0,0.000000000952581203,17.11174488,3,20.02740375,0,0.0000000001840857322,Significant,11.6666637
acnB,Other,242384E_coliDH5_01241,4.861770924,30.83655841,18.73288505,0,0.000000001314004795,16.53439376,9,19.75687032,0,0.0000000002105001361,Significant,11.57946483
sodB,Other,242384E_coliDH5_00570,5.740635481,29.40042537,19.19366293,0,0.00000000103831993,16.86600915,2,19.75049699,0,0.0000000002105001361,Significant,11.57739722
nuoE,Other,242384E_coliDH5_01034,5.886707586,25.24180443,20.97197037,0,0.0000000004687408502,18.07143472,1,19.67794196,0,0.0000000002148379562,Significant,11.55381533
sufS,Other,242384E_coliDH5_00595,-2.337375686,28.23108766,-19.16920511,0,0.00000000103831993,16.84861714,3,-19.56792829,0,0.0000000002258300567,Significant,11.51790416
katG,Other,242384E_coliDH5_02867,1.618852531,30.49382137,16.54636483,0.0000000001222435902,0.000000004796751491,14.83729,11,19.41311374,0,0.0000000002459502452,Significant,11.46705036
fldC,Other,242384E_coliDH5_02480,5.539086486,24.86526903,20.83794251,0,0.0000000004816514877,17.9844603,1,19.34424633,0,0.0000000002473473392,Significant,11.44430776
gltB,Other,242384E_coliDH5_02048,3.639176629,32.46664962,17.83925851,0,0.000000002041276106,15.866477,33,19.32519649,0,0.0000000002473473392,Significant,11.43800354
fiu,Metal homeostasis,242384E_coliDH5_00147,-8.27459446,26.09966227,-19.43414357,0,0.0000000009783607723,17.03578781,1,-19.28798462,0,0.0000000002473473392,Significant,11.42567231
aceB,Other,242384E_coliDH5_04226,4.210876735,28.62346857,22.81522714,0,0.0000000001861732821,19.20952607,1,19.1732376,0,0.0000000002625648962,Significant,11.38750843
ytfQ,Other,242384E_coliDH5_00723,5.271667346,26.24743806,20.80847835,0,0.0000000004816514877,17.96525925,1,19.12011822,0,0.0000000002647952965,Significant,11.36976979
unknown,Other,242384E_coliDH5_02691,4.717909884,24.03601482,21.54007719,0,0.0000000003390299273,18.43352478,1,19.0919766,0,0.0000000002647952965,Significant,11.36035373
rpoS,Other,242384E_coliDH5_01834,2.914336824,28.74942889,18.04920597,0,0.000000001814424028,16.02643928,5,19.01469944,0,0.0000000002738747348,Significant,11.33443102
aceA,Other,242384E_coliDH5_04225,2.420600739,30.72960528,17.13988819,0,0.000000003187875892,15.31945202,10,18.7534033,0,0.0000000003272916738,Significant,11.24605265
sufD,Other,242384E_coliDH5_00596,-2.114170816,27.84357909,-18.22191514,0,0.000000001700774921,16.15660621,3,-18.56340251,0,0.0000000003708436272,Significant,11.18107292
cspB,Other,242384E_coliDH5_00470,-6.301514278,25.02838175,-19.18917822,0,0.00000000103831993,16.8628218,1,-18.47875643,0,0.0000000003871429976,Significant,11.1519269
hypB,Other,242384E_coliDH5_01849,6.445666066,24.84508564,19.03135922,0,0.000000001115426258,16.75015834,1,18.40662449,0,0.0000000004004850659,Significant,11.12699281
fecA,Metal homeostasis,242384E_coliDH5_02531,-4.966054075,23.36778337,-20.09480957,0,0.0000000006961001712,17.49104746,1,-18.36131153,0,0.0000000004057995304,Significant,11.11128338
katE,Other,242384E_coliDH5_00647,2.592739676,31.09655517,16.44867348,0.0000000001323866539,0.000000005006819844,14.75627873,20,18.16882549,0,0.0000000004631091497,Significant,11.04415172
oppD,Other,242384E_coliDH5_02198,6.178253063,24.21950421,18.40211384,0,0.000000001557248399,16.29107213,1,17.77653755,0,0.000000000623726493,Significant,10.90529557
ribB,Other,242384E_coliDH5_03969,2.250778767,27.06612936,18.15705013,0,0.000000001709153782,16.10786809,2,17.71844814,0,0.0000000006404031255,Significant,10.88449629
argD,Other,242384E_coliDH5_01594,2.519712968,29.79712134,16.52036433,0.000000000124859482,0.000000004800847084,14.81577535,6,17.57441326,0,0.0000000007065652594,Significant,10.83265408
exbD,Other,242384E_coliDH5_03935,-4.933778705,24.41901812,-18.9523438,0,0.000000001150167647,16.69338372,1,-17.51741033,0,0.0000000007216141974,Significant,10.81203009
btuD_4,Other,242384E_coliDH5_02197,5.43325873,24.21637595,18.49848067,0,0.000000001485106018,16.36242565,1,17.50014829,0,0.0000000007216141974,Significant,10.80577252
exbB,Other,242384E_coliDH5_03936,-4.082907088,26.03543799,-19.92656476,0,0.0000000007548121685,17.37663287,1,-17.32484156,0,0.0000000008195482542,Significant,10.74190289
rcnR,Other,242384E_coliDH5_03096,4.909345384,24.33291458,18.56676592,0,0.000000001447018429,16.41275432,1,17.21712044,0,0.0000000008803989405,Significant,10.70236474
nrfA,Nitrate reduction,242384E_coliDH5_00888,5.636338286,23.5902802,17.92342091,0,0.000000001954202445,15.9308317,1,17.14805782,0,0.0000000009159550615,Significant,10.67689756
leuC_2,Other,242384E_coliDH5_01198,4.79001546,29.29507169,16.37586379,0.0000000001405292526,0.000000005229048156,14.69558987,4,17.0631551,0,0.0000000009664788591,Significant,10.64546148
nuoC,Other,242384E_coliDH5_01035,2.498498909,29.07483274,15.85085301,0.0000000002176886054,0.000000007278371198,14.2499347,6,16.83862556,0,0.00000000115092109,Significant,10.56163936
yebF,Other,242384E_coliDH5_02255,-5.371218367,26.12645037,-17.66489583,0,0.00000000228605313,15.73215946,1,-16.80991176,0,0.000000001158810852,Significant,10.55084701
trpE,Other,242384E_coliDH5_02123,-3.260823426,31.06131783,-15.52626867,0.0000000002872121249,0.000000009186493097,13.9671211,16,-16.6509508,0,0.000000001307300779,Significant,10.49079722
fecR,Metal homeostasis,242384E_coliDH5_02530,-3.633516675,23.34366185,-19.41532898,0,0.0000000009783607723,17.02258455,1,-16.39455544,0,0.000000001609819137,Significant,10.39284252
unknown,Other,242384E_coliDH5_00146,-6.162711493,24.07166604,-16.73574013,0.0000000001048683239,0.000000004244407423,14.99298539,1,-16.36003842,0,0.000000001631718499,Significant,10.37955035
leuD,Other,242384E_coliDH5_01197,4.789249276,27.53817669,15.74929005,0.0000000002372786843,0.000000007709886264,14.1620534,2,16.21234074,0,0.000000001830243494,Significant,10.32238747
emtA,Other,242384E_coliDH5_03770,-4.909692644,25.97277712,-17.2043042,0,0.000000003086471479,15.3707716,1,-16.19231781,0,0.00000000183280226,Significant,10.31460215
gcd,Other,242384E_coliDH5_01247,-1.406593641,29.72756009,-13.35185268,0.00000000212588092,0.0000000495394675,11.91278769,23,-16.17368673,0,0.000000001833604469,Significant,10.30735025
fhuC,Metal homeostasis,242384E_coliDH5_01274,-5.421481213,24.19725649,-16.82106254,0,0.000000004033940025,15.06256037,1,-16.15386476,0,0.000000001835469617,Significant,10.29962658
cirA,Metal homeostasis,242384E_coliDH5_03045,-9.627134913,26.30206674,-15.87864626,0.0000000002126338019,0.000000007213914425,14.27388797,1,-16.13718428,0,0.000000001835469617,Significant,10.29312042
pheA,Other,242384E_coliDH5_03484,-1.665120851,31.15692279,-13.91962163,0.000000001227965935,0.00000003183053273,12.4779018,17,-16.02295231,0,0.000000002003235811,Significant,10.24840216
rimO,Other,242384E_coliDH5_00177,5.684865104,25.12983079,16.16992313,0.0000000001665932937,0.00000000591278044,14.52247702,1,15.71682221,0,0.000000002608325373,Significant,10.12714189
sufC,Other,242384E_coliDH5_00597,-2.149751354,28.76264893,-14.84984562,0.0000000005205437626,0.00000001482585754,13.35888989,5,-15.68985267,0,0.000000002633991697,Significant,10.11635839
sdhD,Other,242384E_coliDH5_00064,4.87302446,24.10583872,16.54204873,0.0000000001226737486,0.000000004796751491,14.83372088,1,15.65735927,0,0.000000002672349195,Significant,10.10334429
mraZ,Other,242384E_coliDH5_01205,-1.680922965,26.59856992,-14.94546312,0.0000000004778842291,0.00000001395542932,13.44646357,4,-15.64230156,0,0.000000002672349195,Significant,10.0973053
malE,Other,242384E_coliDH5_00928,3.882070499,27.41613414,17.44707578,0,0.000000002602005539,15.56245845,1,15.53057129,0,0.000000002921571626,Significant,10.05233302
sdhB,Other,242384E_coliDH5_00066,3.420690248,28.22305562,14.96145468,0.0000000004711213013,0.00000001393431849,13.46105754,3,15.4888668,0,0.000000002994444571,Significant,10.03547297
gdhA,Other,242384E_coliDH5_00676,2.042807709,32.62110026,13.78062754,0.000000001401989706,0.00000003515641579,12.34155251,22,15.38389653,0.000000000101658273,0.000000003257300498,Significant,9.992857272
rspR,Other,242384E_coliDH5_00453,3.659233335,23.52981131,17.55674894,0,0.000000002436450642,15.64817061,1,15.34252789,0.0000000001056837793,0.000000003339896971,Significant,9.975991665
cysI,Other,242384E_coliDH5_01812,2.311258199,30.91094831,13.99825436,0.000000001139844723,0.00000003018772891,12.55447895,15,15.27978092,0.000000000112115764,0.000000003495284697,Significant,9.950333319
asd,Other,242384E_coliDH5_01666,2.086260302,31.78218733,13.88062051,0.000000001274342616,0.00000003266564907,12.43977082,13,15.23991424,0.0000000001164172502,0.000000003580994616,Significant,9.933982663
argG,Other,242384E_coliDH5_02008,1.86474979,30.88097521,13.47262709,0.000000001888474424,0.00000004491454119,12.034825,16,15.0587824,0.0000000001382880378,0.000000004197769779,Significant,9.859215386
nuoG,Other,242384E_coliDH5_01032,3.623746502,29.0841329,14.66990567,0.000000000612235688,0.00000001722472844,13.19261962,2,15.0144933,0.0000000001442735839,0.000000004322586467,Significant,9.84081318
entE,Metal homeostasis,242384E_coliDH5_03552,-6.791829087,25.84091492,-14.91637174,0.0000000004904541324,0.00000001414347104,13.4198763,1,-14.88983995,0.0000000001626440601,0.000000004810510855,Significant,9.788761793
rpiB,Other,242384E_coliDH5_00866,4.544587156,26.88382651,15.48263786,0.000000000298232148,0.000000009278566127,13.92866743,1,14.64544817,0.0000000002062571221,0.000000006023230135,Significant,9.685591046
unknown,Other,242384E_coliDH5_00924,3.663208941,25.51091302,16.04878136,0.0000000001842983038,0.000000006442063437,14.41962757,1,14.38243664,0.0000000002673846598,0.000000007710705127,Significant,9.572863512
sufB,Other,242384E_coliDH5_00598,-1.977153267,27.67696372,-14.57445559,0.0000000006677384922,0.00000001855991207,13.10363232,2,-14.36720524,0.0000000002714686131,0.000000007731828278,Significant,9.566280376
hsdS,Other,242384E_coliDH5_02468,4.087718921,23.6881066,15.44653284,0.0000000003076925089,0.00000000934008708,13.89676704,1,14.32617348,0.0000000002828030949,0.000000007956423659,Significant,9.548515842
nuoB,Other,242384E_coliDH5_01036,2.939156565,27.6183635,14.07140607,0.000000001063902065,0.00000002887555369,12.62535923,2,14.30625234,0.0000000002884861056,0.000000008018523442,Significant,9.539875099
gadC,Other,242384E_coliDH5_00405,3.272477607,28.87703224,13.69732609,0.000000001518739828,0.00000003684676056,12.25922416,4,14.27768636,0.0000000002968476317,0.000000008152708172,Significant,9.527466412
trpGD,Other,242384E_coliDH5_02124,-3.042921034,30.5264882,-13.33842114,0.000000002154185555,0.00000004969706076,11.89915336,11,-14.16713846,0.0000000003317097405,0.000000008930707043,Significant,9.479241775
hchA,Other,242384E_coliDH5_02370,-1.409934391,30.5563893,-12.73667552,0.000000003943393077,0.00000008582460217,11.27516158,8,-14.16353263,0.0000000003329175577,0.000000008930707043,Significant,9.4776633
gadA,Other,242384E_coliDH5_03121,3.154869666,31.61105194,13.19808377,0.000000002475143087,0.00000005598191275,11.75594314,17,14.06551461,0.0000000003676026087,0.000000009747807108,Significant,9.434621415
pykA,Fermentation,242384E_coliDH5_02263,0.9879525447,31.26508437,11.04348336,0.00000002484305222,0.0000003795557714,9.368363997,16,13.90986516,0.0000000004307881299,0.00000001129350245,Not Significant,9.365736272
yjjG,Other,242384E_coliDH5_02440,-3.143908507,22.43463434,-16.22061856,0.0000000001597310991,0.000000005757806962,14.56529247,1,-13.85836651,0.0000000004541525608,0.00000001177224672,Significant,9.342798233
aroK,Other,242384E_coliDH5_01624,2.481016381,27.95535422,13.22311517,0.000000002414356755,0.000000055147733,11.78158829,4,13.79328735,0.0000000004856170839,0.00000001244798458,Significant,9.313706043
ubiE,Other,242384E_coliDH5_03324,1.377929197,27.98478579,12.66899885,0.00000000422728667,0.00000008887631775,11.20333043,6,13.77302952,0.0000000004958768995,0.00000001246628882,Significant,9.304626123
ibpA,Other,242384E_coliDH5_02988,3.040035407,26.58976683,16.34132328,0.0000000001445775308,0.000000005294291485,14.66670592,1,13.7705692,0.0000000004971385225,0.00000001246628882,Significant,9.303522583
nuoJ,Other,242384E_coliDH5_01029,3.403464088,23.24575255,15.46947799,0.0000000003016438923,0.000000009278566127,13.91704846,1,13.72816483,0.0000000005194263412,0.0000000128851244,Significant,9.28447603
dmsB_1,Other,242384E_coliDH5_00237,4.473955813,22.90441436,14.35305829,0.0000000008182188414,0.00000002247179604,12.89508414,1,13.71318193,0.0000000005275526965,0.00000001294749012,Significant,9.277734153
ilvD,Other,242384E_coliDH5_03385,1.599354073,29.41638231,12.37050981,0.000000005766007212,0.000000117718395,10.88238321,10,13.67357039,0.0000000005496932723,0.00000001331832785,Significant,9.259879578
cueO,Other,242384E_coliDH5_01246,3.163953696,26.86068172,15.83265405,0.0000000002210678508,0.00000000728576474,14.23422787,1,13.65983796,0.0000000005575971751,0.00000001331832785,Significant,9.253679435
frdB,Other,242384E_coliDH5_00799,5.095088834,23.4206664,13.98748519,0.00000000115150418,0.00000003018772891,12.544015,1,13.65573552,0.0000000005599817086,0.00000001331832785,Significant,9.251826159
entH,Other,242384E_coliDH5_03549,-4.921669418,23.72446204,-13.98856894,0.0000000011503251,0.00000003018772891,12.54506838,1,-13.59790662,0.0000000005947698049,0.00000001400136673,Significant,9.225651088
hscA,Other,242384E_coliDH5_01451,1.786300936,27.22522094,13.82104,0.000000001348831608,0.00000003419510461,12.38132706,2,13.55330505,0.0000000006231636565,0.00000001452160157,Significant,9.205397883
carA,Other,242384E_coliDH5_01156,2.351175752,28.84641383,12.94406083,0.000000003192972892,0.00000007151639284,11.49316609,3,13.35620216,0.0000000007669953924,0.0000000176945837,Significant,9.115207245
nrdF,Other,242384E_coliDH5_03412,-5.590550856,24.48223102,-13.42397674,0.000000001980519658,0.0000000466230495,11.98578691,1,-13.29557688,0.0000000008180163244,0.00000001868478872,Significant,9.087238029
unknown,Other,242384E_coliDH5_03128,-1.77429918,28.43190457,-12.12423676,0.000000007484879014,0.0000001475864606,10.6123852,9,-13.16053491,0.0000000009450499672,0.00000002137480661,Significant,9.024545229
cysJ,Other,242384E_coliDH5_01811,2.001430317,30.38820874,11.92099491,0.000000009314415399,0.0000001775897217,10.38592312,17,13.02782283,0.00000000109043422,0.00000002442360917,Significant,8.962400528
tauD,Other,242384E_coliDH5_04249,-7.263030368,25.34165662,-12.82038556,0.000000003620044496,0.00000007953754908,11.36353904,1,-12.98463664,0.000000001142714059,0.00000002534847436,Significant,8.942062429
unknown,Other,242384E_coliDH5_01075,3.984886368,23.89142306,13.71419194,0.000000001494290855,0.00000003667371279,12.2759303,1,12.94948955,0.000000001187221956,0.0000000260849624,Significant,8.92546808
malK,Other,242384E_coliDH5_00926,2.783502616,23.47797916,15.51232231,0.0000000002906866043,0.000000009186493097,13.95484099,1,12.906407,0.000000001244299106,0.00000002708111357,Significant,8.905075211
trpB,Other,242384E_coliDH5_02126,-2.052001629,31.06981189,-11.93728491,0.00000000915153801,0.0000001759383182,10.40419763,11,-12.87991195,0.000000001280839043,0.00000002761584741,Significant,8.892505442
glpR_1,Other,242384E_coliDH5_01656,2.629646938,25.61258595,15.93739633,0.0000000002023564086,0.000000006967704993,14.32438624,1,12.84286509,0.000000001333849513,0.00000002849250766,Significant,8.874893165
metF,Other,242384E_coliDH5_02866,1.693357738,30.08911128,11.79369552,0.00000001069863461,0.0000002006646346,10.24236545,8,12.75588126,0.000000001467668005,0.0000000310633953,Significant,8.833372173
rnk,Other,242384E_coliDH5_03535,3.526450093,24.99832117,13.74854497,0.000000001445780241,0.0000000358646776,12.30989936,1,12.66729417,0.000000001618672229,0.0000000339479712,Significant,8.790841084
napA,Nitrate reduction,242384E_coliDH5_00952,3.550719226,23.36763147,13.68742886,0.000000001533285225,0.00000003684676056,12.2494118,1,12.64169657,0.000000001665308931,0.00000003461142075,Significant,8.778505189
manX,Other,242384E_coliDH5_03737,1.329992788,30.63857133,11.15648663,0.00000002181837301,0.0000003424148744,9.50316527,12,12.61573004,0.000000001714075134,0.00000003530688691,Significant,8.765970145
gabD,Other,242384E_coliDH5_03427,-1.295651691,29.12283599,-11.01726243,0.0000000256067426,0.0000003886497051,9.336920466,13,-12.54947691,0.000000001845485743,0.00000003767730627,Significant,8.733889306
sdhA,Other,242384E_coliDH5_00065,1.919099882,29.42018761,11.67727782,0.00000001215710531,0.000000212473045,10.10990311,8,12.51329376,0.000000001921723268,0.00000003888961035,Significant,8.716309151
fruB,Other,242384E_coliDH5_03031,-1.15984755,28.96236838,-11.41654173,0.00000001624830773,0.0000002716293184,9.809075634,6,-12.49410762,0.000000001963495572,0.00000003938942855,Significant,8.706970074
artJ,Other,242384E_coliDH5_00202,4.357227743,29.0685445,12.00741144,0.000000008484205779,0.000000165873413,10.48262063,3,12.47338745,0.000000002009690265,0.00000003996858139,Significant,8.696870871
gatZ,Other,242384E_coliDH5_03106,5.438480704,28.01143607,12.44246117,0.000000005347228137,0.0000001111356334,10.96037172,1,12.37780591,0.000000002238194525,0.00000004413260487,Significant,8.650102171
efp,Other,242384E_coliDH5_00807,1.551021037,28.82607878,11.5854128,0.00000001345704727,0.0000002299659856,10.00457378,5,12.27175195,0.000000002524310088,0.00000004935240148,Significant,8.597857297
entB,Metal homeostasis,242384E_coliDH5_03551,-5.909351548,27.93428465,-12.22527392,0.000000006721501054,0.0000001336767494,10.72373384,1,-12.25945778,0.0000000025599016,0.00000004962767219,Significant,8.591776728
tyrA,Other,242384E_coliDH5_03483,-1.82881137,32.34580687,-11.08855661,0.00000002358631876,0.0000003651921971,9.422269473,24,-12.22349902,0.000000002667086327,0.00000005127473463,Significant,8.573962927
argB,Other,242384E_coliDH5_02883,3.377167261,28.54888371,11.72106209,0.00000001158517846,0.0000002094147161,10.15985456,4,12.2132803,0.000000002698405924,0.00000005144811955,Significant,8.568892718
por_2,Other,242384E_coliDH5_02495,-3.000524792,27.36505223,-11.76897111,0.00000001099202342,0.0000002045048227,10.21432806,3,-12.19738529,0.000000002747899493,0.00000005196232893,Significant,8.560999156
pyrD,Other,242384E_coliDH5_00287,1.581343556,28.20622515,11.71132885,0.00000001170979557,0.0000002094147161,10.14876424,3,11.99789114,0.000000003457787382,0.00000006485459748,Significant,8.461201715
feoB,Metal homeostasis,242384E_coliDH5_01643,-7.145383449,24.77244287,-11.74576222,0.00000001127522827,0.0000002064440604,10.187963,1,-11.93889862,0.000000003703142131,0.00000006889636207,Significant,8.431429619
entF,Metal homeostasis,242384E_coliDH5_03560,-9.69924184,26.16115431,-11.47751722,0.00000001517529506,0.0000002574221008,9.879948088,1,-11.80041429,0.000000004354471694,0.00000008036612958,Significant,8.361064528
cpxP,Other,242384E_coliDH5_02838,-5.371853372,24.93323273,-11.7601419,0.00000001109885878,0.0000002048405377,10.20430345,1,-11.74224703,0.000000004663281487,0.00000008536168719,Significant,8.331308369
iscA,Other,242384E_coliDH5_01453,3.89117991,23.84994204,12.24689975,0.00000000656914412,0.0000001317827434,10.74746175,1,11.73575699,0.000000004699147929,0.00000008536168719,Significant,8.327980883
unknown,Other,242384E_coliDH5_01245,-3.269947311,23.92574067,-12.69714566,0.00000000410665634,0.00000008772274238,11.23324666,1,-11.70880035,0.000000004851276006,0.00000008743666989,Significant,8.314144016
mntH,Other,242384E_coliDH5_01141,-6.216255207,24.55928748,-11.58625459,0.0000000134444856,0.0000002299659856,10.00554219,1,-11.69861842,0.000000004910086087,0.00000008781060933,Significant,8.308910893
hisG,Other,242384E_coliDH5_04115,-1.316242441,32.3828191,-10.03694302,0.00000008295120575,0.000001057284153,8.114837811,30,-11.54557844,0.000000005891064583,0.0000001045437384,Significant,8.229806216
dxs,Other,242384E_coliDH5_02701,1.309846199,27.91871651,11.2396575,0.00000001984354283,0.0000003179100924,9.601649964,3,11.45244383,0.000000006587936763,0.0000001155972718,Significant,8.181250578
clpX,Other,242384E_coliDH5_02719,1.214332986,29.45841503,10.0949358,0.00000007719011234,0.0000009897280536,8.189748038,13,11.44914722,0.000000006614148192,0.0000001155972718,Significant,8.179526079
pheS,Other,242384E_coliDH5_00629,-0.8917736758,31.16449248,-9.188801888,0.0000002468861761,0.000002692712612,6.978971543,21,-11.42752729,0.000000006788807674,0.0000001177577391,Not Significant,8.168206495
argC,Other,242384E_coliDH5_02882,2.418304772,28.13272237,11.18155788,0.00000002120195055,0.0000003350198625,9.532917548,2,11.3859854,0.000000007138254527,0.0000001228951731,Significant,8.146407971
oppF,Other,242384E_coliDH5_03145,2.865172414,26.62418606,12.70379756,0.000000004078686965,0.00000008772274238,11.24030807,1,11.34916288,0.000000007463929511,0.0000001275502621,Significant,8.127032471
metAS,Other,242384E_coliDH5_04227,3.544106182,28.53563302,10.84951823,0.00000003112261799,0.0000004558528555,9.134280256,5,11.32840998,0.000000007654372988,0.00000012984293,Significant,8.116090379
bolA,Other,242384E_coliDH5_02716,3.057011237,26.97617701,12.37087447,0.000000005763798832,0.000000117718395,10.88277948,1,11.30350418,0.000000007889737461,0.0000001328585717,Significant,8.102937448
mhpF,Fermentation,242384E_coliDH5_04257,2.867017061,25.54233915,10.97684182,0.00000002683330135,0.0000004046040929,9.288326646,2,11.25469935,0.000000008373442667,0.0000001399821176,Significant,8.077095949
rseP,Other,242384E_coliDH5_01299,-2.790014396,25.59728323,-12.66660723,0.000000004237709125,0.00000008887631775,11.20078573,1,-11.24433925,0.000000008480102352,0.0000001407452959,Significant,8.071598906
phnO,Other,242384E_coliDH5_00863,3.613728595,23.57303373,11.71737084,0.00000001163227148,0.0000002094147161,10.15564958,1,11.17602679,0.000000009220382155,0.0000001519387259,Significant,8.035251078
hexR,Other,242384E_coliDH5_02262,4.44135584,23.57859816,11.32123754,0.00000001809023138,0.0000002959869773,9.69765636,1,11.14588582,0.00000000956847282,0.0000001565565021,Significant,8.019157372
grxA,Other,242384E_coliDH5_00191,2.911499179,24.73322612,12.32297828,0.000000006061719461,0.0000001226700596,10.83064336,1,11.14012795,0.000000009636536371,0.0000001565597846,Significant,8.016079035
nrdE,Other,242384E_coliDH5_03413,-7.889557107,25.25657733,-10.87628913,0.00000003016372043,0.0000004460750195,9.16679373,1,-11.13290878,0.000000009722598414,0.0000001568533884,Significant,8.012217652
ugpQ,Other,242384E_coliDH5_01681,-1.489131446,25.39776777,-11.30942611,0.00000001833353391,0.0000002978553713,9.683792471,2,-11.11328137,0.000000009960718978,0.0000001595790186,Significant,8.001709312
unknown,Other,242384E_coliDH5_03597,3.902543496,23.7030826,11.39036678,0.00000001673342273,0.0000002777266636,9.778553506,1,11.03372967,0.00000001099089915,0.0000001748689955,Significant,7.958966777
preT,Other,242384E_coliDH5_03054,3.441141307,23.05420119,11.64464576,0.00000001260286776,0.0000002186076385,10.07256994,1,11.02788217,0.00000001107094398,0.0000001749360805,Significant,7.955815347
sucD,Other,242384E_coliDH5_00070,1.070549129,30.67008507,9.711463931,0.0000001249946057,0.00000151769766,7.687994791,10,11.00007082,0.00000001146017676,0.0000001798546108,Significant,7.940808684
hyaD,Other,242384E_coliDH5_00317,3.130488825,22.49558949,11.68730115,0.00000001202357576,0.0000002117434297,10.12135246,1,10.86642506,0.00000001354331647,0.000000211111021,Significant,7.868274973
ompC_1,Other,242384E_coliDH5_00962,1.090873828,34.32678606,9.130701497,0.0000002667595738,0.000002862392264,6.898297569,34,10.78979535,0.00000001491526856,0.0000002305389043,Significant,7.826368922
