Gene,Category,Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,significance,log.sca.pval
sdaC,Other,242384E_coliDH5_01779,1.576963727,23.46749156,4.604606304,0.0004005818056,0.001865826783,-0.6928575169,1,4.460184496,0.0004376833231,0.001946091962,Significant,3.358840001
ygaP,Other,242384E_coliDH5_03420,-0.5724790706,26.2790016,-4.357415262,0.0006447002631,0.002801199502,-1.179488848,3,-4.460044126,0.0004378074245,0.001946091962,Not Significant,3.358716878
xylB,Other,242384E_coliDH5_03171,-1.042454015,25.13282306,-5.142896158,0.000145648502,0.000793816699,0.3470010588,1,-4.456715812,0.0004407605686,0.001955451215,Significant,3.355797265
radA,Other,242384E_coliDH5_02424,-0.6524467903,27.54240279,-4.176545275,0.0009167997291,0.003783643962,-1.538321598,6,-4.438463845,0.0004573212277,0.002025028929,Not Significant,3.339778639
gss,Other,242384E_coliDH5_03918,0.6500151624,28.65255259,4.317127274,0.0006971110123,0.002967223442,-1.259237964,3,4.4366027,0.0004590452757,0.002028769063,Not Significant,3.338144478
hxpB,Other,242384E_coliDH5_00642,-0.578234359,26.91250284,-4.512278361,0.0004781345685,0.002150207504,-0.8740434667,2,-4.420574913,0.0004741701976,0.002091607354,Not Significant,3.324065746
yedE,Other,242384E_coliDH5_02335,2.864427868,23.41669925,4.32402645,0.000687834902,0.002938583553,-1.245573409,1,4.411376072,0.0004830799881,0.002126842619,Significant,3.315980953
lldR_1,Other,242384E_coliDH5_01935,0.9091120041,25.08335138,5.431268791,0.0000860046301,0.0005113728908,0.8907282868,1,4.40174469,0.0004925922107,0.002164590915,Not Significant,3.30751246
rpoC,Other,242384E_coliDH5_04079,0.3211354765,33.08767149,3.317593266,0.005032612023,0.01521656086,-3.253798455,75,4.389701417,0.0005047563352,0.00221382674,Not Significant,3.296918221
glnE,Other,242384E_coliDH5_01893,-0.5572173145,29.62453986,-4.13876423,0.0009871445614,0.003995337725,-1.613514858,5,-4.383091367,0.0005115627213,0.002239421628,Not Significant,3.291101111
ftsZ,Other,242384E_coliDH5_01219,-0.3945815859,31.11561781,-3.817495249,0.001859324568,0.00687403452,-2.255154945,10,-4.379624163,0.0005151703233,0.002250943061,Not Significant,3.288049163
purN,Other,242384E_coliDH5_01424,0.5439407072,28.22379696,4.279739388,0.0007496597024,0.003138774834,-1.333342871,3,4.375510217,0.0005194845861,0.002265502722,Not Significant,3.284427334
ycfS,Other,242384E_coliDH5_03227,-1.88448311,22.32435308,-4.389343828,0.0006060477473,0.00264957099,-1.116367248,1,-4.359617904,0.0005365002703,0.002335294573,Significant,3.270430055
unknown,Other,242384E_coliDH5_04260,0.9572189268,26.80874429,5.182510605,0.0001353925,0.0007454665813,0.4222835956,1,4.35635733,0.0005400611027,0.002346367164,Not Significant,3.267557101
fdhE,Other,242384E_coliDH5_02815,2.169610543,27.81853525,4.329120063,0.0006810677492,0.0029204894,-1.235487007,1,4.352221181,0.0005446128857,0.002361695352,Significant,3.263912087
qorB,Other,242384E_coliDH5_00741,-0.7009582275,26.39653373,-4.336900351,0.0006708627929,0.002887463551,-1.220083815,2,-4.342193426,0.0005558115938,0.00240573611,Not Significant,3.255072398
ydfK,Other,242384E_coliDH5_00457,-1.848192951,24.11044303,-4.37557692,0.000622413401,0.002714381316,-1.143575012,1,-4.339478747,0.0005588835072,0.002414502343,Significant,3.252678706
groL,Other,242384E_coliDH5_00811,0.6779357596,33.58847152,3.922034219,0.001511921665,0.005784416719,-2.046040406,49,4.337534072,0.0005610947387,0.002419524415,Not Significant,3.250963804
rimI,Other,242384E_coliDH5_02441,1.193998001,22.63891777,4.681023347,0.0003462518142,0.001647902937,-0.5434635596,1,4.307656869,0.0005962119746,0.002561379935,Significant,3.224599306
speD,Other,242384E_coliDH5_01243,1.100770286,27.52613004,4.795798806,0.0002785310698,0.001358501434,-0.320112782,1,4.30402602,0.0006006297888,0.002575563054,Significant,3.221393132
yhhX,Other,242384E_coliDH5_01672,0.5430667507,27.37506066,4.054036123,0.001165663266,0.004581235356,-1.782391258,5,4.294114204,0.0006128607011,0.002623134763,Not Significant,3.212638226
hyfA_3,Other,242384E_coliDH5_01863,1.577183593,21.69622267,4.389040301,0.0006064037637,0.00264957099,-1.116966967,1,4.277835312,0.0006335022566,0.002705456009,Significant,3.198251834
unknown,Other,242384E_coliDH5_04308,1.869688987,22.30331879,4.301554309,0.0007185239685,0.00304573505,-1.290093457,1,4.277109126,0.0006344394021,0.002705456009,Significant,3.197609853
etp,Other,242384E_coliDH5_00325,-3.671085432,23.24615828,-4.142830459,0.0009793156625,0.003977607805,-1.605418618,1,-4.264186707,0.0006513542179,0.002772461588,Significant,3.18618277
mutL,Other,242384E_coliDH5_00782,-0.5585981725,26.17836399,-4.14680556,0.000971723573,0.003953732422,-1.597504616,3,-4.247950303,0.0006732603101,0.0028604264,Not Significant,3.171816987
rihA,Other,242384E_coliDH5_03494,1.775753091,24.70402329,4.285259913,0.0007416519769,0.0031165594,-1.322395221,1,4.242248405,0.0006811301879,0.002888542911,Significant,3.166769871
moeB,Other,242384E_coliDH5_00168,0.5971289113,26.74661206,4.130757127,0.001002748594,0.004037244341,-1.629460124,3,4.240443047,0.0006836414671,0.002888666248,Not Significant,3.165171603
rluB,Other,242384E_coliDH5_02119,0.6719503904,27.85484183,4.028137155,0.001226564871,0.004796076539,-1.834072641,5,4.240427214,0.0006836635333,0.002888666248,Not Significant,3.165157585
yceD,Other,242384E_coliDH5_03252,-0.6175583451,27.8921024,-4.118432692,0.001027260441,0.004128727939,-1.654008936,3,-4.231960147,0.0006955681946,0.00293359383,Not Significant,3.157660285
metN,Other,242384E_coliDH5_01323,0.8386636057,33.32021444,4.164632768,0.0009384083692,0.003859016235,-1.562022386,2,4.226697404,0.0007030737952,0.002959838039,Not Significant,3.152999089
tus,Other,242384E_coliDH5_00522,-1.008060685,25.0779254,-4.832752788,0.000259768817,0.00127237083,-0.2484776109,1,-4.224250121,0.0007065921011,0.002969231288,Significant,3.150831222
ilvG_2,Other,242384E_coliDH5_03389,1.99827693,22.55635301,4.216992365,0.0008471559438,0.003521421194,-1.457906495,1,4.222596328,0.0007089798049,0.002973848018,Significant,3.149366135
nuoH,Other,242384E_coliDH5_01031,3.012547776,24.06969063,4.112206976,0.001039874597,0.004172157732,-1.666412559,1,4.210609965,0.0007265328086,0.003041944082,Significant,3.138744769
tesB,Other,242384E_coliDH5_02733,-0.7841732411,26.96395813,-4.162311952,0.0009426784763,0.003866717262,-1.56664068,2,-4.209423987,0.0007282934566,0.003043791674,Not Significant,3.137693592
hdeA,Other,242384E_coliDH5_03113,2.346635334,29.48128663,4.152207033,0.0009615035806,0.003923153226,-1.586752132,1,4.204856322,0.0007351150877,0.003066745945,Significant,3.133644664
serB,Other,242384E_coliDH5_02425,-0.4916715016,26.74981206,-4.34803389,0.0006565317923,0.002836364878,-1.198049132,2,-4.191919264,0.0007547912568,0.003143146985,Not Significant,3.122173139
talB,Other,242384E_coliDH5_02403,0.3666868717,32.19689578,3.479076082,0.003645690509,0.01179608416,-2.932083859,20,4.181054012,0.0007717301235,0.003204209136,Not Significant,3.112534547
glpC,Other,242384E_coliDH5_00990,1.565863573,26.15338175,4.279995813,0.0007492857913,0.003138774834,-1.332834314,1,4.180682377,0.0007723162949,0.003204209136,Significant,3.112204802
dppC,Other,242384E_coliDH5_03147,3.503211288,25.93625986,4.063500142,0.001144186134,0.004504500703,-1.763512437,1,4.179855987,0.0007736213648,0.003204209136,Significant,3.111471545
fadI,Other,242384E_coliDH5_01092,-1.223727618,24.00414134,-4.469205843,0.0005194506035,0.00231283647,-0.9588123994,1,-4.173542261,0.0007836666211,0.003239998019,Significant,3.105868651
iscX,Other,242384E_coliDH5_01449,2.182243459,23.8641618,4.133216267,0.0009979296401,0.004031915376,-1.624562683,1,4.16925339,0.0007905658983,0.003258244479,Significant,3.102061923
recF,Other,242384E_coliDH5_03001,1.292667805,22.09943292,4.407620714,0.0005850011766,0.002570662313,-1.080267611,1,4.168673202,0.0007915039489,0.003258244479,Significant,3.101546914
ytjB,Other,242384E_coliDH5_02426,-3.02987802,24.39832828,-4.068602783,0.001132774502,0.004467197907,-1.753335219,1,-4.168170937,0.0007923169278,0.003258244479,Significant,3.101101065
sbcD,Other,242384E_coliDH5_02679,1.11370644,22.13022396,4.576251515,0.0004229136331,0.001947428646,-0.7484236604,1,4.166576872,0.0007949027531,0.003263061657,Significant,3.099685999
slt,Other,242384E_coliDH5_02420,-0.4881091766,28.81943663,-3.765112391,0.002062875004,0.007438883225,-2.359993867,10,-4.160279918,0.0008052016298,0.003299467424,Not Significant,3.094095355
aroL,Other,242384E_coliDH5_02670,0.987293012,27.85030363,4.013221629,0.001263102084,0.004930586308,-1.863848049,3,4.157905529,0.0008091201684,0.003309645795,Not Significant,3.091986973
truA,Other,242384E_coliDH5_01068,1.070708085,24.69252983,4.616656481,0.0003914627208,0.001839316694,-0.6692645584,1,4.154235478,0.0008152151851,0.003328675101,Significant,3.088727739
rpoS,Other,242384E_coliDH5_01834,0.6356737204,28.74942889,3.936883964,0.001468232223,0.005626597572,-2.016354204,5,4.147476927,0.0008265618642,0.003369042793,Not Significant,3.082724636
malP_2,Other,242384E_coliDH5_01661,0.9865144135,28.42852747,3.997138636,0.001303744264,0.005072070857,-1.895962896,3,4.141373307,0.000836946981,0.003405355706,Not Significant,3.077302053
unknown,Other,242384E_coliDH5_02140,-2.370756198,24.07851748,-4.081481499,0.001104486219,0.004385627724,-1.727653496,1,-4.139196512,0.0008406827432,0.003414533607,Significant,3.075367867
mtlA_2,Other,242384E_coliDH5_02897,-0.4600903565,28.57502569,-3.835745849,0.001793295684,0.00667279539,-2.218634363,6,-4.136945543,0.0008445636328,0.003424267664,Not Significant,3.073367623
aroH,Other,242384E_coliDH5_00619,-0.5746371108,29.75617775,-3.751716102,0.002118466844,0.007577213968,-2.386807646,14,-4.120066673,0.0008742508363,0.003538415227,Not Significant,3.058363944
glgX,Other,242384E_coliDH5_01664,0.9891456167,26.9348699,4.695217394,0.0003370285635,0.0016212319,-0.5157736919,1,4.115995377,0.0008815690174,0.003561785855,Not Significant,3.054743681
bamB,Other,242384E_coliDH5_01437,-0.493716856,29.24801327,-3.800260233,0.001923944099,0.00703904773,-2.289646677,7,-4.114885544,0.0008835747261,0.003563648415,Not Significant,3.053756715
pckA,Other,242384E_coliDH5_01637,0.8611387409,29.23016717,3.881589499,0.001637743193,0.006153539977,-2.126920031,8,4.10492949,0.0009017761658,0.003630711369,Not Significant,3.044901247
gutQ,Other,242384E_coliDH5_01868,0.6447491327,25.93736835,4.10822617,0.001048023109,0.004197550891,-1.674344551,2,4.103891473,0.0009036956442,0.003632100786,Not Significant,3.043977811
hisA,Other,242384E_coliDH5_04120,-0.5452755836,29.52316877,-3.81148629,0.001881600158,0.006927241393,-2.26718009,7,-4.097850607,0.0009149489519,0.003670934317,Not Significant,3.038603136
unknown,Other,242384E_coliDH5_00666,3.063567206,23.8544057,3.992482606,0.001315757207,0.005110188344,-1.905261801,1,4.093975334,0.0009222429097,0.003689187892,Significant,3.035154675
mobB,Other,242384E_coliDH5_02778,-1.036157419,21.99679107,-4.578149573,0.0004213794368,0.001944244721,-0.7447018942,1,-4.093735237,0.000922696755,0.003689187892,Significant,3.034941007
rsd,Other,242384E_coliDH5_04071,-1.228767182,25.52983273,-4.356285833,0.0006461130014,0.002801199502,-1.181723008,1,-4.091225944,0.000927453548,0.003701791237,Significant,3.032707833
mrdA,Other,242384E_coliDH5_03510,-0.7892289998,25.73133507,-5.277917583,0.0001136549319,0.0006474121676,0.6028332532,1,-4.078944917,0.0009510960946,0.003789600501,Not Significant,3.021775602
purL,Other,242384E_coliDH5_01482,0.2618955396,31.87706872,2.977982103,0.009904725744,0.0267253828,-3.923192062,38,4.07735928,0.0009541929426,0.003795384687,Not Significant,3.0203638
ybeD,Other,242384E_coliDH5_03514,1.000251008,28.09234413,4.606342421,0.0003992545965,0.001865826783,-0.6894575906,1,4.073063298,0.0009626348131,0.003822372657,Significant,3.016538436
lamB,Other,242384E_coliDH5_00925,0.9573567681,28.04261934,3.982489685,0.001341922087,0.005194319219,-1.925221823,2,4.072205472,0.0009643295566,0.00382252283,Not Significant,3.015774522
otsB,Other,242384E_coliDH5_02304,0.9814202194,28.29130412,3.889986308,0.001610773139,0.006081920837,-2.110125542,4,4.054322771,0.001000357171,0.003958531723,Not Significant,2.99984491
unknown,Other,242384E_coliDH5_03814,-0.4090588458,28.4365761,-3.788580082,0.001969027631,0.007164900229,-2.313023199,5,-4.051325741,0.001006527518,0.003976128396,Not Significant,2.997174347
metC,Other,242384E_coliDH5_03937,0.7724498649,28.80036684,3.799908094,0.001925287871,0.00703904773,-2.290351427,9,4.040966349,0.001028154699,0.004054620327,Not Significant,2.987941535
hslV,Other,242384E_coliDH5_02857,0.7730223222,27.0358797,3.985635725,0.001333627986,0.00517089036,-1.918937523,2,4.037192981,0.001036148959,0.004079173463,Not Significant,2.984577805
yfiF,Other,242384E_coliDH5_01506,0.5016187295,29.46327992,3.763276999,0.002070403234,0.007451513667,-2.363667524,6,4.030880052,0.001049664806,0.004125343626,Not Significant,2.978949364
slyB,Other,242384E_coliDH5_00555,-0.7881371601,31.3677259,-3.761777709,0.00207657353,0.007462079648,-2.366668459,14,-4.026991631,0.001058078704,0.004144850365,Not Significant,2.975482027
folX,Other,242384E_coliDH5_01053,-0.5990847797,27.59525603,-3.916923802,0.001527261115,0.005823787424,-2.056257946,3,-4.026925936,0.001058221441,0.004144850365,Not Significant,2.975423443
nuoM,Other,242384E_coliDH5_01026,2.319672889,24.12879077,3.961993292,0.001397259999,0.005363525485,-1.966171521,1,4.019639538,0.001074174835,0.00420020567,Significant,2.968925026
mdtA,Other,242384E_coliDH5_03642,-0.9953387295,24.63982143,-4.524572812,0.000466973309,0.002112367498,-0.8498750245,1,-4.015134809,0.001084159629,0.004232074896,Not Significant,2.964906769
phoQ,Other,242384E_coliDH5_03211,-0.9782411874,26.02196275,-4.518488029,0.0004724633333,0.00212885334,-0.8618349368,1,-3.992040433,0.001136846239,0.004430243703,Not Significant,2.944298271
prc,Other,242384E_coliDH5_02237,-0.3963478912,29.1639264,-3.488022271,0.003581191269,0.01161998349,-2.914222056,12,-3.980384125,0.001164416634,0.004530032335,Not Significant,2.933891599
glgA,Other,242384E_coliDH5_01662,0.5811702975,29.18045892,3.742774094,0.002156416821,0.007677243219,-2.404706021,6,3.978499107,0.00116893845,0.004539968022,Not Significant,2.932208356
acpH,Other,242384E_coliDH5_02685,1.182133007,22.30459329,4.245697558,0.0008010360024,0.003347808075,-1.400892426,1,3.977632777,0.001171022581,0.004540418647,Significant,2.93143473
gadX_2,Other,242384E_coliDH5_03120,1.428340532,22.13080785,4.087657516,0.001091177437,0.00434774844,-1.715340298,1,3.969980058,0.00118959703,0.00460469857,Significant,2.924600129
menF,Other,242384E_coliDH5_01014,0.8002198863,26.55290282,4.97805627,0.000197790346,0.001019675927,0.03181653848,1,3.969080284,0.001191800454,0.004605500245,Not Significant,2.923796454
murQ,Other,242384E_coliDH5_01359,1.274489813,23.4509005,4.15632016,0.0009537950015,0.003901427426,-1.578565294,1,3.960615363,0.001212733373,0.004678555002,Significant,2.916234671
gcvP,Other,242384E_coliDH5_02614,0.6546806453,29.04011067,3.758606272,0.002089686986,0.007485881795,-2.373016337,5,3.95304707,0.001231764181,0.004744040011,Not Significant,2.909472429
oppA,Other,242384E_coliDH5_02201,1.007822425,29.66059931,3.764918401,0.002063669382,0.007438883225,-2.360382151,6,3.946980236,0.001247237685,0.004794180861,Significant,2.904050776
rspB,Other,242384E_coliDH5_00492,-6.64785085,25.35839999,-3.801555022,0.001919011322,0.007038408776,-2.28705537,1,-3.94631777,0.001248939184,0.004794180861,Significant,2.903458709
unknown,Other,242384E_coliDH5_03417,1.954805544,22.63078379,3.907091662,0.001557220154,0.005918462761,-2.075917636,1,3.927492098,0.001298286498,0.004975327161,Significant,2.88662946
asnB,Other,242384E_coliDH5_00014,-0.2805062153,31.67623262,-3.046952057,0.008635001828,0.02414660511,-3.7883259,24,-3.923972025,0.001307730324,0.005003207061,Not Significant,2.883481806
crr,Other,242384E_coliDH5_01348,-0.6430916421,32.53729635,-3.593830893,0.002900059603,0.009867901924,-2.702757351,22,-3.920973265,0.001315830362,0.005025861995,Not Significant,2.880800097
rplY,Other,242384E_coliDH5_03014,0.7155788809,30.8694881,3.639244789,0.002649295803,0.009136016985,-2.611907449,15,3.915601435,0.001330467509,0.005073369492,Not Significant,2.875995727
ymdB,Other,242384E_coliDH5_03293,-0.5369669766,27.20431054,-3.811192468,0.001882696295,0.006927241393,-2.267768098,3,-3.909522274,0.001347230805,0.005128814302,Not Significant,2.870557995
nadC,Other,242384E_coliDH5_01232,-0.5466170845,27.82354166,-3.668847903,0.002497738066,0.008730729875,-2.552669294,6,-3.907053842,0.001354098356,0.005146466075,Not Significant,2.868349789
ybaK,Other,242384E_coliDH5_02761,0.9902514345,26.68300691,4.35543619,0.0006471778651,0.002801199502,-1.183403772,1,3.899229002,0.001376103162,0.0052214967,Not Significant,2.861349007
ppsA,Other,242384E_coliDH5_00617,0.6974644447,27.90007996,3.67607304,0.002462097431,0.008619209063,-2.538209698,7,3.896915897,0.001382677014,0.005237825734,Not Significant,2.859279257
msbA_2,Other,242384E_coliDH5_00256,-0.4981274085,27.625237,-3.978666861,0.001352071212,0.005216100814,-1.932858446,2,-3.887209297,0.001410611258,0.005326154127,Not Significant,2.850592654
sufA,Other,242384E_coliDH5_00599,-0.7887620375,25.5190775,-3.817969489,0.001857577966,0.00687403452,-2.254205911,2,-3.879687677,0.001432649291,0.005391716011,Not Significant,2.843860111
proS,Other,242384E_coliDH5_01318,-0.2817192049,30.99360727,-3.06380031,0.008350123534,0.02346374542,-3.755282745,19,-3.873206387,0.001451918203,0.005453132489,Not Significant,2.83805785
aroF,Other,242384E_coliDH5_03482,1.070695898,30.6018737,3.705952146,0.002320085545,0.008209259743,-2.47840843,5,3.872612821,0.001453695917,0.005453132489,Significant,2.837526429
lldD,Other,242384E_coliDH5_02904,-0.7822615982,27.06508589,-3.737717657,0.002178180463,0.007730865119,-2.414827045,3,-3.865243388,0.001475951256,0.005527629135,Not Significant,2.830927985
nanR_2,Other,242384E_coliDH5_03972,1.199107799,24.91828553,4.083523236,0.001100068208,0.004375616131,-1.723582676,1,3.862985334,0.001482839147,0.005544424492,Significant,2.828905957
frdC,Other,242384E_coliDH5_00800,2.039812012,22.23675498,3.825420822,0.001830352676,0.00679971598,-2.239294882,1,3.861095508,0.001488628768,0.005549493428,Significant,2.827213592
pdxH,Other,242384E_coliDH5_00552,1.124008017,28.39375068,4.141359954,0.0009821395402,0.003982066642,-1.608346436,1,3.860678231,0.001489910201,0.005549493428,Significant,2.826839906
unknown,Other,242384E_coliDH5_02128,-1.560704665,22.59532185,-3.914287265,0.001535236775,0.005844540001,-2.061529565,1,-3.860189877,0.001491411324,0.005549493428,Significant,2.826402564
hflX,Other,242384E_coliDH5_00779,-0.4110429163,28.65215243,-3.564408024,0.003075177925,0.01035684011,-2.761593948,6,-3.855852013,0.00150481248,0.005585638493,Not Significant,2.822517616
ydgJ,Other,242384E_coliDH5_00537,-0.5764818799,26.94966156,-3.748965441,0.002130068069,0.007595157704,-2.392313373,3,-3.854764705,0.001508190576,0.005585638493,Not Significant,2.821543777
mnmG,Other,242384E_coliDH5_03987,0.9877083476,26.1197793,4.292350164,0.0007314957848,0.003085120248,-1.308337519,1,3.854701004,0.001508388722,0.005585638493,Not Significant,2.821486723
cysP,Other,242384E_coliDH5_01356,1.15955752,30.94989892,3.659762276,0.002543297568,0.008849754885,-2.570851499,12,3.852166721,0.001516293158,0.005596941304,Significant,2.819216825
arcA,Other,242384E_coliDH5_02411,-0.5559977921,30.06463626,-3.545176339,0.003195363242,0.01063737807,-2.800038985,10,-3.84120025,0.001550982751,0.005715842183,Not Significant,2.809393032
ybbN,Other,242384E_coliDH5_02772,0.9415154049,27.92267505,3.749573649,0.002127497354,0.007595157704,-2.391095982,2,3.839733362,0.001555683256,0.005724021166,Not Significant,2.808078823
unknown,Other,242384E_coliDH5_02241,-0.6727957382,26.43777851,-5.467493021,0.00008056089607,0.0004839947584,0.9583090097,1,-3.834909958,0.001571241063,0.005772059128,Not Significant,2.803757179
nrdD,Other,242384E_coliDH5_00713,-0.4409225721,29.10803567,-3.56117501,0.003095058904,0.01040860188,-2.768057625,6,-3.832220438,0.00157998419,0.005794949963,Not Significant,2.801347259
cysS,Other,242384E_coliDH5_04031,0.4118778438,29.23879866,3.408648242,0.004195949158,0.01331506837,-3.072572423,11,3.825419044,0.001602314061,0.005867521489,Not Significant,2.795252356
macA,Other,242384E_coliDH5_00220,-0.8963251679,25.35101085,-4.408664956,0.0005838216116,0.00257037492,-1.078205816,1,-3.823981183,0.001607075395,0.005875630643,Not Significant,2.793963748
unknown,Other,242384E_coliDH5_01995,-1.108240226,21.33202162,-4.096945838,0.001071469555,0.004284021255,-1.696825224,1,-3.816734615,0.001631289937,0.0059547245,Significant,2.787468843
pepD,Other,242384E_coliDH5_04184,-0.3887680846,30.96823531,-3.330029353,0.004909170857,0.01492155094,-3.229078814,14,-3.815052645,0.001636962729,0.005964049499,Not Significant,2.785961209
mdoD,Other,242384E_coliDH5_03826,-0.4970189501,27.12955789,-3.895538488,0.001593188275,0.006044237562,-2.099021399,2,-3.814445628,0.001639014903,0.005964049499,Not Significant,2.785417097
recR,Other,242384E_coliDH5_02752,1.00224937,24.36797354,4.202490991,0.0008714801038,0.003616015467,-1.486727069,1,3.807811352,0.001661613724,0.006029642764,Significant,2.77946993
hyaC,Other,242384E_coliDH5_00316,1.703051059,22.2298299,3.821133464,0.001845967739,0.00684670028,-2.247874331,1,3.807620571,0.001662268226,0.006029642764,Significant,2.779298896
unknown,Other,242384E_coliDH5_01101,1.960283143,24.09551789,3.774514733,0.002024742303,0.007344466183,-2.341174692,1,3.80351592,0.001676412999,0.006071404692,Significant,2.77561898
yacG,Other,242384E_coliDH5_01224,1.13932029,26.08363101,3.690412367,0.00239287893,0.00844093531,-2.509511166,2,3.800187455,0.001687972126,0.006095056591,Significant,2.772634729
rbn,Other,242384E_coliDH5_01017,1.188412864,23.11943658,4.010799432,0.001269139435,0.004945784927,-1.868684163,1,3.80011414,0.001688227638,0.006095056591,Significant,2.772568994
hpt,Other,242384E_coliDH5_01248,0.4827606939,28.35639925,3.575566236,0.003007545423,0.01017361773,-2.739283513,5,3.786274588,0.001737165805,0.006257137514,Not Significant,2.760158728
guaB,Other,242384E_coliDH5_01433,0.3846955138,31.45102024,3.2750285,0.005479065464,0.01635213975,-3.33831953,17,3.785559996,0.001739731178,0.006257137514,Not Significant,2.759517853
thrA,Other,242384E_coliDH5_02409,0.676494552,32.7892715,3.476955876,0.003661146926,0.01182950414,-2.936316542,36,3.78513519,0.001741258034,0.006257137514,Not Significant,2.759136867
bcp,Other,242384E_coliDH5_01404,-0.5150529985,29.94873934,-3.449779077,0.003865197859,0.01240196309,-2.990553781,12,-3.779929001,0.001760080477,0.006314781426,Not Significant,2.754467474
lptB_1,Other,242384E_coliDH5_01687,-0.7971423023,27.46437819,-3.624187713,0.002729913817,0.009371891631,-2.642033072,4,-3.778530885,0.001765170076,0.006314781426,Not Significant,2.753213443
cyaA,Other,242384E_coliDH5_03350,0.8252382698,27.30759615,4.509640147,0.0004805651918,0.002156933653,-0.8792312917,1,3.778437361,0.001765511062,0.006314781426,Not Significant,2.753129557
aroA,Other,242384E_coliDH5_00250,0.5175812753,29.4947098,3.518402514,0.003370601982,0.01107689284,-2.853542258,7,3.775962042,0.001774560219,0.00633732264,Not Significant,2.750909258
alsK,Other,242384E_coliDH5_00872,1.838380276,22.91646625,3.760693526,0.00208104707,0.007466525023,-2.368838532,1,3.774248253,0.001780852788,0.006349965042,Significant,2.749371979
dus,Other,242384E_coliDH5_03898,1.349946839,22.0713887,3.88221455,0.001635719845,0.006153539977,-2.125669816,1,3.768051679,0.001803793231,0.006421837938,Significant,2.743813247
atpH,Other,242384E_coliDH5_03993,0.5839662449,28.31174871,3.539715944,0.003230341753,0.01073832626,-2.810952586,6,3.753595597,0.001858476133,0.006606324249,Not Significant,2.730843012
zupT,Other,242384E_coliDH5_03967,-2.323336394,23.40764809,-3.684059407,0.002423299667,0.008522183433,-2.5222261,1,-3.750758369,0.001869403046,0.006634942809,Significant,2.728297054
tktB,Other,242384E_coliDH5_01387,-0.4177226267,31.73001954,-3.259050913,0.005656674952,0.01673070399,-3.370009564,25,-3.74892501,0.001876498195,0.006649894524,Not Significant,2.726651849
unknown,Other,242384E_coliDH5_04142,2.336153293,22.83291372,3.678287192,0.002451278574,0.0085943764,-2.533778437,1,3.746033929,0.001887741926,0.006679479483,Significant,2.724057379
gmk,Other,242384E_coliDH5_02947,-0.6456396617,28.10406884,-3.554671116,0.003135446946,0.0105290773,-2.781059804,5,-3.735502477,0.00192927686,0.006815990378,Not Significant,2.714605445
yifE,Other,242384E_coliDH5_03392,0.636352771,29.51172755,3.504329756,0.003466556565,0.01134375318,-2.881654675,7,3.721110832,0.00198752841,0.007011052051,Not Significant,2.701686655
znuC,Other,242384E_coliDH5_02267,-3.23366166,24.3990069,-3.607060783,0.002824630063,0.009653957861,-2.67629518,1,-3.713689784,0.002018254511,0.007108569705,Significant,2.695024068
stpA,Other,242384E_coliDH5_03419,0.7611744708,30.47326115,3.516792105,0.003381445676,0.01109672144,-2.856759647,7,3.712345754,0.002023870255,0.007117482743,Not Significant,2.693817332
gltX,Other,242384E_coliDH5_01330,0.519237157,29.81490913,3.369694982,0.004535324893,0.01409606189,-3.150164244,15,3.705494531,0.002052741993,0.007208030105,Not Significant,2.687665633
sutR,Other,242384E_coliDH5_03836,1.217358555,22.37369003,3.872067561,0.001668883081,0.006250183876,-2.145966557,1,3.704429304,0.00205726805,0.007212944362,Significant,2.686709119
bolA,Other,242384E_coliDH5_02716,1.00080392,26.97617701,4.049975188,0.001175004659,0.004602267825,-1.790493117,1,3.700539651,0.002073880292,0.007260154529,Significant,2.683216315
gstB_2,Other,242384E_coliDH5_03856,-1.754957277,21.89652935,-3.692436698,0.002383266926,0.008419903212,-2.505459569,1,-3.698172547,0.002084055904,0.007284722684,Significant,2.681090635
yigB,Other,242384E_coliDH5_03344,0.3840166287,27.10726809,3.642972355,0.00262971184,0.009109227049,-2.604448934,3,3.69463383,0.002099361753,0.007324038738,Not Significant,2.677912719
yajQ,Other,242384E_coliDH5_02707,0.4482435808,30.71127075,3.391057434,0.00434593607,0.0136968231,-3.107622792,8,3.69410631,0.002101653075,0.007324038738,Not Significant,2.677438972
baeR,Other,242384E_coliDH5_03637,-0.722133004,27.1041605,-3.534956553,0.003261144129,0.01080956825,-2.820464346,4,-3.686300236,0.00213585488,0.007432001821,Not Significant,2.670428259
yceM,Other,242384E_coliDH5_03271,-0.6378134226,25.89216671,-3.661735559,0.002533331738,0.00884174935,-2.566902632,2,-3.685531424,0.002139253517,0.007432617263,Not Significant,2.669737745
rluE,Other,242384E_coliDH5_03205,1.050785727,24.29583984,3.969545439,0.001376604553,0.005293044507,-1.951081603,1,3.681844483,0.00215562787,0.007468682904,Significant,2.66642621
alaC,Other,242384E_coliDH5_01129,0.6283747137,27.36711139,3.502686089,0.003477941616,0.01136488854,-2.884937673,5,3.681736639,0.002156108719,0.007468682904,Not Significant,2.666329344
uspA,Other,242384E_coliDH5_04170,1.009900847,28.77318485,3.581592576,0.002971644031,0.01006693507,-2.72723275,2,3.680158165,0.002163159057,0.007481870983,Significant,2.664911546
