Gene,Category,Protein,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,significance,log.sca.pval
pykA,Fermentation,242384E_coliDH5_02263,1.086812072,31.26508437,12.14855015,0.000000007293111027,0.0000001809162058,10.63935039,16,15.30175661,0.0000000001098170676,0.000000004444701316,Significant,9.959330157
grcA,Fermentation,242384E_coliDH5_01504,5.754316069,30.65377709,11.76937982,0.00000001098710458,0.0000002586454109,10.21489187,4,12.25727916,0.000000002566263927,0.00000006365990193,Significant,8.590698681
pflB,Fermentation,242384E_coliDH5_00245,1.455128411,33.37350707,10.30628588,0.00000005953859097,0.000001064771546,8.460004819,50,11.78477513,0.00000000443531145,0.0000001007020523,Significant,8.353075878
ppc,Fermentation,242384E_coliDH5_02880,0.9487458715,32.72515586,8.31309511,0.0000008249068184,0.000009374679952,5.721710406,43,10.03285417,0.00000003985370924,0.0000006760478471,Not Significant,7.399531252
pta,Fermentation,242384E_coliDH5_01047,0.8462508965,30.76893677,7.54647301,0.000002553073911,0.00002517069023,4.544123403,17,8.823153001,0.0000002164515514,0.000002797817599,Not Significant,6.664639297
fumB,Fermentation,242384E_coliDH5_00834,5.335837424,23.60491756,8.529350257,0.000000607481545,0.000007415131875,6.040649135,1,8.680683694,0.0000002670180993,0.000003276652953,Significant,6.5734593
aceF,Fermentation,242384E_coliDH5_01238,-0.7184689497,31.86653071,-6.173163986,0.00002336241142,0.0001663490221,2.240818547,22,-7.236440028,0.000002580093876,0.00002280565736,Not Significant,5.588364492
frdA,Fermentation,242384E_coliDH5_00798,3.863576539,25.52803871,6.825718699,0.000007905589562,0.00006774700415,3.367093817,1,6.912846313,0.000004450515458,0.00003693287468,Significant,5.351589686
ackA,Fermentation,242384E_coliDH5_01046,0.7042684841,29.73707844,5.38567633,0.00009340557265,0.0005455358383,0.8054372676,10,5.94449216,0.00002477462544,0.0001656668432,Not Significant,4.605992903
aceE,Fermentation,242384E_coliDH5_01237,-0.4338979294,32.62945947,-4.439773605,0.0005497800462,0.002429775032,-1.016821045,45,-5.739150302,0.00003624786792,0.0002303686812,Not Significant,4.440717533
mhpF,Fermentation,242384E_coliDH5_04257,0.895852109,25.54233915,3.429915722,0.004021527541,0.01283217709,-3.030173789,2,3.516737409,0.003033713134,0.009885277117,Not Significant,2.518025488
mdh_2,Fermentation,242384E_coliDH5_03876,0.3780159477,32.91275104,2.985249036,0.00976270158,0.0264039303,-3.90901372,15,3.377863255,0.00404420024,0.01243995994,Not Significant,2.393167349
icd_1,Fermentation,242384E_coliDH5_03204,0.3567268407,33.53582621,2.384167746,0.03169004321,0.0693633109,-5.045982774,44,2.69140901,0.01652618979,0.03989831483,Not Significant,1.781827264
adhP,Fermentation,242384E_coliDH5_00391,-0.6988984992,21.48804651,-2.046441864,0.05981062902,0.1156606212,-5.637888471,1,-1.981508835,0.06579775808,0.124729193,Not Significant,1.181788904
lpdA,Fermentation,242384E_coliDH5_01239,-0.111632929,31.65446057,-0.9514543926,0.357384039,0.4719433188,-7.127351551,28,-1.123217929,0.2786612821,0.3930527547,Not Significant,0.5549233691
adhE,Fermentation,242384E_coliDH5_02207,0.06800480749,33.54770993,0.5886805224,0.5653784166,0.6681119406,-7.413096085,57,0.7123435498,0.4869738814,0.5999994986,Not Significant,0.3124943313
gltA,Fermentation,242384E_coliDH5_00061,0.1059280928,31.89730398,0.592559724,0.5628498908,0.6665783872,-7.410707867,19,0.6450149861,0.5284716442,0.6366496518,Not Significant,0.2769783103
ldhA,Fermentation,242384E_coliDH5_03586,-0.01433492653,29.27558702,-0.1139123632,0.9109118137,0.9406775086,-7.589017332,8,-0.1247042507,0.9023814128,0.9342822662,Not Significant,0.04460985886
fhuA,Metal homeostasis,242384E_coliDH5_01273,-2.877461312,30.23879513,-26.82181525,0,0,21.36169212,19,-31.95630704,0,0,Significant,14.70087668
entC,Metal homeostasis,242384E_coliDH5_03553,-8.32579307,26.11345202,-34.68619224,0,0,24.64047434,1,-31.47758261,0,0,Significant,14.60199789
fhuE,Metal homeostasis,242384E_coliDH5_03238,-8.814404697,25.31481599,-33.52964211,0,0,24.220901,1,-31.05482342,0,0,Significant,14.51345627
fecR,Metal homeostasis,242384E_coliDH5_02530,-5.230984861,23.34366185,-27.95123872,0,0,21.90112271,1,-23.60238826,0,0,Significant,12.72565493
fiu,Metal homeostasis,242384E_coliDH5_00147,-7.67904943,26.09966227,-18.03541549,0,0.000000002444443394,16.01601943,1,-17.899776,0,0.0000000007858081913,Significant,10.9492171
fepA,Metal homeostasis,242384E_coliDH5_03563,-6.574463447,27.15604685,-17.90206593,0,0.000000002560947629,15.91456244,1,-17.49458472,0,0.000000000929455249,Significant,10.8037545
fecA,Metal homeostasis,242384E_coliDH5_02531,-4.448014403,23.36778337,-17.99859628,0,0.000000002445217224,15.98808303,1,-16.44593009,0,0.00000000202775291,Significant,10.41257988
cirA,Metal homeostasis,242384E_coliDH5_03045,-9.286362717,26.30206674,-15.31658899,0.0000000003444807447,0.00000001589434156,13.78141828,1,-15.56597553,0,0.000000003733852891,Significant,10.06661452
entE,Metal homeostasis,242384E_coliDH5_03552,-6.604312763,25.84091492,-14.50454407,0.0000000007117854225,0.00000002716229589,13.03817541,1,-14.47874479,0.0000000002430252229,0.000000008625525989,Significant,9.61434865
fhuC,Metal homeostasis,242384E_coliDH5_01274,-4.310256792,24.19725649,-13.3733008,0.000000002081501315,0.00000006417765471,11.93461785,1,-12.84285651,0.000000001333862053,0.00000003620258537,Significant,8.874889082
entF,Metal homeostasis,242384E_coliDH5_03560,-9.722709747,26.16115431,-11.50528778,0.00000001471182743,0.0000003327469204,9.912222273,1,-11.82896611,0.000000004210882418,0.00000009812704858,Significant,8.375626885
entB,Metal homeostasis,242384E_coliDH5_03551,-5.529171133,27.93428465,-11.4387562,0.0000000158483288,0.0000003482104243,9.835035884,1,-11.47074083,0.000000006444441178,0.0000001391559368,Significant,8.190814736
fepC,Metal homeostasis,242384E_coliDH5_03558,-3.724637368,23.43376862,-9.606721294,0.0000001429422272,0.000002228160257,7.548390313,1,-9.446019409,0.00000008880490636,0.000001296664044,Significant,7.051563039
feoB,Metal homeostasis,242384E_coliDH5_01643,-5.144045728,24.77244287,-8.455912604,0.0000006735820982,0.000008135884296,5.932976714,1,-8.594953778,0.0000003033215458,0.000003663679613,Significant,6.518096739
entA,Metal homeostasis,242384E_coliDH5_03550,-6.482037694,26.29543821,-5.983911716,0.00003234186253,0.000223623158,1.903350292,1,-6.182437448,0.00001605516399,0.0001129245833,Significant,4.794385254
fepB,Metal homeostasis,242384E_coliDH5_03554,-2.898965041,25.59870117,-6.136660484,0.00002486531941,0.0001759640855,2.176103343,1,-6.143386291,0.00001723066404,0.0001204580059,Significant,4.763697985
feoA,Metal homeostasis,242384E_coliDH5_01642,-3.107250828,23.35985331,-3.776281688,0.00201765629,0.007330288285,-2.337638107,1,-3.879877137,0.001432089931,0.005391716011,Significant,2.844029709
fhuD,Metal homeostasis,242384E_coliDH5_01275,-2.048886437,22.40141829,-3.8166948,0.001862276366,0.00687403452,-2.256756784,1,-3.85383842,0.001511074443,0.005586616571,Significant,2.82071414
modA,Metal homeostasis,242384E_coliDH5_00105,0.4406206448,27.10382866,2.368453614,0.03265845495,0.07119420826,-5.074444454,3,2.444884211,0.02703986973,0.06044668552,Not Significant,1.567995405
entD,Metal homeostasis,242384E_coliDH5_03564,-0.7606943961,21.36334998,-2.009194182,0.06403990167,0.1217381725,-5.700322336,1,-1.970406056,0.06716486753,0.1270076634,Not Significant,1.172857837
narG_2,Nitrate reduction,242384E_coliDH5_02224,9.069149707,26.05051893,40.27602765,0,0,26.43093687,1,35.96605202,0,0,Significant,15.47657573
narH,Nitrate reduction,242384E_coliDH5_02222,8.135897602,25.63417941,25.83446871,0,0,20.86756576,1,24.72244664,0,0,Significant,13.02630794
narG_1,Nitrate reduction,242384E_coliDH5_02223,6.239004083,24.55684618,26.86795833,0,0,21.38425785,1,24.18432692,0,0,Significant,12.88351753
narJ,Nitrate reduction,242384E_coliDH5_02221,6.324496595,24.59460967,23.27254426,0,0.0000000001583170959,19.47612404,1,21.70074187,0,0,Significant,12.18276305
nrfA,Nitrate reduction,242384E_coliDH5_00888,5.831315679,23.5902802,18.54344435,0,0.000000001885938431,16.39560897,1,17.74125919,0,0.0000000008083004511,Significant,10.89267135
napA,Nitrate reduction,242384E_coliDH5_00952,3.444860287,23.36763147,13.27936035,0.000000002283497751,0.00000006931617515,11.83913685,1,12.26480488,0.000000002544356925,0.00000006365990193,Significant,8.594421965
nirD,Nitrate reduction,242384E_coliDH5_01601,5.438479011,24.74400274,10.64019995,0.00000003983615984,0.0000007658501728,8.877867173,1,10.71096753,0.0000000164809736,0.0000003168467175,Significant,7.783017136
narL_2,Nitrate reduction,242384E_coliDH5_02228,1.318345171,28.63002481,9.9621439,0.00000009106457138,0.000001518043604,8.017828303,4,10.41145099,0.000000024210197,0.0000004397868069,Significant,7.616001677
narI,Nitrate reduction,242384E_coliDH5_02220,3.797602862,23.54674181,9.924078755,0.00000009551317511,0.000001573920678,7.968181691,1,9.744093683,0.00000005885085005,0.0000009173575072,Significant,7.23024726
narQ,Nitrate reduction,242384E_coliDH5_01391,3.307344207,23.504494,5.85874218,0.00004021322086,0.0002689040595,1.677509157,1,5.93266718,0.00002531962403,0.0001683353678,Significant,4.596542747
narL_1,Nitrate reduction,242384E_coliDH5_00939,2.919066649,24.90714747,4.243182294,0.0008049723633,0.003358175845,-1.405886288,1,4.335191155,0.0005637706614,0.002426527828,Significant,3.248897529
fnr,Nitrate reduction,242384E_coliDH5_04295,1.023407755,25.28110853,4.294771129,0.000728060706,0.003076256499,-1.303538255,1,3.890641099,0.001400670385,0.005297289472,Significant,2.853664054
narY,Nitrate reduction,242384E_coliDH5_00379,2.103845615,23.13754745,3.551815555,0.003153346829,0.01055844867,-2.786768083,1,3.605586522,0.002524032877,0.008463581173,Significant,2.597904992
narZ,Nitrate reduction,242384E_coliDH5_00380,1.835614901,24.0558903,1.755994427,0.1007566554,0.1774393924,-6.106782933,1,1.813228979,0.08945953194,0.1614891551,Not Significant,1.048373378
narX,Nitrate reduction,242384E_coliDH5_02227,0.3202306099,25.63247396,1.457547283,0.1668547125,0.2643776248,-6.539159475,1,1.292985786,0.2151998544,0.3244876237,Not Significant,0.6671580268
nirC,Nitrate reduction,242384E_coliDH5_01602,0.01779628929,21.86633766,0.04052320293,0.9682436682,0.980720982,-7.595067636,1,0.04032916818,0.9683522648,0.9811105292,Not Significant,0.01396662737
lysC,Other,242384E_coliDH5_00938,9.148692164,25.94573248,39.974589,0,0,26.34337652,1,35.84868468,0,0,Significant,15.45509673
gatY,Other,242384E_coliDH5_03105,4.688794407,29.82339654,34.87915667,0,0,24.70868208,2,34.35051068,0,0,Significant,15.17471545
yncE,Other,242384E_coliDH5_03854,-4.134291218,29.82295702,-30.42496936,0,0,22.99543149,9,-33.25733714,0,0,Significant,14.96249243
hybC,Other,242384E_coliDH5_03924,6.171503629,24.6699764,34.10708882,0,0,24.43272553,1,28.46287051,0,0,Significant,13.94364175
miaB,Other,242384E_coliDH5_00005,8.051756128,26.53837066,29.37190802,0,0,22.54344931,1,27.43500758,0,0,Significant,13.70367197
fliC,Other,242384E_coliDH5_02329,8.057688342,25.13953132,26.93141052,0,0,21.41521342,1,25.55897876,0,0,Significant,13.24249748
ydcP_2,Other,242384E_coliDH5_03837,6.299498268,24.42251089,27.28763425,0,0,21.58740416,1,24.52565934,0,0,Significant,12.974437
bfr,Other,242384E_coliDH5_01570,5.52504323,28.07920142,23.76563532,0,0.000000000125991486,19.75710818,2,24.27122686,0,0,Significant,12.90678018
ynjE,Other,242384E_coliDH5_00672,6.711270423,24.88902606,25.31087769,0,0,20.59647296,1,23.48448963,0,0,Significant,12.69322241
rspA,Other,242384E_coliDH5_00493,-9.993894323,25.94019992,-22.52779378,0,0.0000000002005472091,19.03882736,1,-22.43932073,0,0,Significant,12.3987652
exbD,Other,242384E_coliDH5_03935,-5.903054931,24.41901812,-22.67566772,0,0.0000000001924481199,19.12692488,1,-20.95883127,0,0.0000000001335320641,Significant,11.95870843
nuoE,Other,242384E_coliDH5_01034,6.166891856,25.24180443,21.97015417,0,0.0000000002701812478,18.70075331,1,20.61453507,0,0.000000000162114734,Significant,11.85219511
unknown,Other,242384E_coliDH5_02691,5.048992327,24.03601482,23.05166634,0,0.0000000001705108957,19.34807989,1,20.43176867,0,0.0000000001761377546,Significant,11.79497584
gltD,Other,242384E_coliDH5_02049,3.460460043,31.10031835,18.7851095,0,0.000000001632480234,16.57242212,16,20.33253607,0,0.0000000001806827205,Significant,11.76370829
exbB,Other,242384E_coliDH5_03936,-4.674408001,26.03543799,-22.81337581,0,0.0000000001863813458,19.20839345,1,-19.83473449,0,0.0000000002492552807,Significant,11.60467539
sodB,Other,242384E_coliDH5_00570,5.666401958,29.40042537,18.94546511,0,0.000000001538846624,16.68844591,2,19.49509862,0,0.0000000002984560612,Significant,11.49402756
rcnR,Other,242384E_coliDH5_03096,5.555596653,24.33291458,21.01083842,0,0.0000000004768666554,18.09653165,1,19.48352972,0,0.0000000002984560612,Significant,11.49022718
sufD,Other,242384E_coliDH5_00596,-2.197061468,27.84357909,-18.93634484,0,0.000000001538846624,16.68187451,3,-19.29122097,0,0.0000000003321456789,Significant,11.42674564
argI,Other,242384E_coliDH5_00700,2.613608246,28.41407427,18.4171014,0,0.000000002004712367,16.3022184,4,19.23824625,0,0.000000000333064398,Significant,11.40915562
trpC,Other,242384E_coliDH5_02125,-2.553481543,31.11850097,-17.22152746,0,0.000000004216186146,15.3844998,18,-19.12689414,0,0.0000000003498279422,Significant,11.37203507
fldC,Other,242384E_coliDH5_02480,5.462931683,24.86526903,20.55144953,0,0.0000000006185812698,17.79650168,1,19.07828961,0,0.000000000350655058,Significant,11.35576949
btuD_4,Other,242384E_coliDH5_02197,5.69414667,24.21637595,19.38671934,0,0.000000001317666466,17.00249198,1,18.34045019,0,0.0000000005719788261,Significant,11.10403904
ydfZ,Other,242384E_coliDH5_00454,6.513785534,27.65089037,18.91234202,0,0.000000001538846624,16.66456404,1,18.33304852,0,0.0000000005719788261,Significant,11.10146691
gpmA,Other,242384E_coliDH5_00097,-2.163548646,32.85856994,-16.02251696,0.0000000001883956025,0.000000009247418188,14.39728277,31,-18.33031763,0,0.0000000005719788261,Significant,11.10051766
katG,Other,242384E_coliDH5_02867,1.48666418,30.49382137,15.19526172,0.000000000383087119,0.00000001699580738,13.67280446,11,17.82792457,0,0.0000000008083004511,Significant,10.92364335
hypB,Other,242384E_coliDH5_01849,6.224414454,24.84508564,18.37809563,0,0.000000002004712367,16.27325226,1,17.77480533,0,0.0000000008083004511,Significant,10.90467624
ribB,Other,242384E_coliDH5_03969,2.251762622,27.06612936,18.1649869,0,0.000000002281577939,16.11386822,2,17.72619319,0,0.0000000008083004511,Significant,10.88727305
gltB,Other,242384E_coliDH5_02048,3.320158694,32.46664962,16.2754313,0.0000000001526496478,0.000000007906627376,14.61148827,33,17.63110881,0,0.0000000008514467989,Significant,10.85310648
sufS,Other,242384E_coliDH5_00595,-2.060672115,28.23108766,-16.8999133,0,0.000000005172965813,15.12658876,3,-17.25143477,0,0.000000001111741317,Significant,10.71498386
araF,Other,242384E_coliDH5_02307,4.240218711,24.16418077,18.93474476,0,0.000000001538846624,16.68072127,1,16.88382517,0,0.00000000148480477,Significant,10.57859438
rspR,Other,242384E_coliDH5_00453,3.977995389,23.52981131,19.08614727,0,0.000000001538846624,16.7893951,1,16.67904164,0,0.000000001731218315,Significant,10.50144647
trpA,Other,242384E_coliDH5_02127,-1.947187484,31.44321495,-14.76282501,0.0000000005629087263,0.00000002278299003,13.27879007,13,-16.4864466,0,0.000000002002038804,Significant,10.42810665
unknown,Other,242384E_coliDH5_00146,-6.180687801,24.07166604,-16.7845574,0.0000000001008305129,0.00000000553847603,15.03288096,1,-16.4077598,0,0.000000002050757682,Significant,10.39792073
oppD,Other,242384E_coliDH5_02198,5.624781196,24.21950421,16.75358112,0.0000000001033729832,0.000000005546080749,15.00760816,1,16.18404638,0,0.000000002448534555,Significant,10.31138353
sufC,Other,242384E_coliDH5_00597,-2.210496251,28.76264893,-15.26945338,0.000000000358962063,0.0000000162377545,13.73932071,5,-16.13319626,0,0.000000002508336041,Significant,10.29156402
sdhD,Other,242384E_coliDH5_00064,5.012878138,24.10583872,17.01679831,0,0.000000004831360877,15.2208878,1,16.10671866,0,0.000000002515269368,Significant,10.28122186
acnB,Other,242384E_coliDH5_01241,3.913519885,30.83655841,15.07917985,0.0000000004243696966,0.00000001813001648,13.56810208,9,15.90344467,0,0.00000000296168641,Significant,10.20131244
yqhD,Other,242384E_coliDH5_03940,2.633092144,29.60396078,15.13705192,0.0000000004032251668,0.00000001755170679,13.62039743,4,15.79459429,0,0.000000003205762343,Significant,10.15814627
cspB,Other,242384E_coliDH5_00470,-5.340590377,25.02838175,-16.2630022,0.0000000001542255015,0.000000007906627376,14.60103835,1,-15.6609133,0,0.000000003553927093,Significant,10.1047689
entH,Other,242384E_coliDH5_03549,-5.647856609,23.72446204,-16.0525677,0.0000000001837155143,0.000000009213732426,14.42290772,1,-15.60426357,0,0.000000003672970057,Significant,10.08202686
aceA,Other,242384E_coliDH5_04225,2.001511368,30.72960528,14.17238312,0.0000000009678113822,0.00000003434985937,12.72271305,10,15.50654318,0,0.000000003872842617,Significant,10.04262399
nuoC,Other,242384E_coliDH5_01035,2.284741016,29.07483274,14.49474078,0.000000000718205483,0.00000002716229589,13.02896291,6,15.39800492,0.0000000001003228953,0.000000004208089445,Significant,9.998599943
nrdF,Other,242384E_coliDH5_03412,-6.436260897,24.48223102,-15.45468753,0.0000000003055281424,0.00000001438476377,13.90403952,1,-15.30686399,0.0000000001092900239,0.000000004444701316,Significant,9.961419479
gcd,Other,242384E_coliDH5_01247,-1.317610449,29.72756009,-12.50719475,0.000000004998083098,0.0000001295979937,11.03028916,23,-15.15051541,0.0000000001267128397,0.000000005040112433,Significant,9.897179376
sdhB,Other,242384E_coliDH5_00066,3.329047835,28.22305562,14.56062803,0.0000000006762140724,0.00000002644111636,13.0907666,3,15.07391046,0.0000000001363043776,0.000000005329732189,Significant,9.865490196
hyaB,Other,242384E_coliDH5_00315,8.689275879,25.32168306,14.83251693,0.0000000005287006315,0.00000002217658831,13.34302969,1,15.04877425,0.0000000001396171747,0.000000005368280366,Significant,9.855061155
trpE,Other,242384E_coliDH5_02123,-2.873283589,31.06131783,-13.68101462,0.000000001542791114,0.00000005084598715,12.24313001,16,-14.6720314,0.0000000002009619982,0.000000007600316883,Significant,9.69688606
leuC_2,Other,242384E_coliDH5_01198,4.087680152,29.29507169,13.97475519,0.000000001165450771,0.00000004012977505,12.53171394,4,14.56127251,0.0000000002240233208,0.000000008240713352,Significant,9.649706769
sufB,Other,242384E_coliDH5_00598,-2.003227481,27.67696372,-14.76665995,0.0000000005609662536,0.00000002278299003,13.28233249,2,-14.55667643,0.0000000002250389862,0.000000008240713352,Significant,9.647742237
asd,Other,242384E_coliDH5_01666,1.98685856,31.78218733,13.2192659,0.000000002423599876,0.00000007168262711,11.77773328,13,14.51379487,0.0000000002347540429,0.000000008462149639,Significant,9.62938692
argA,Other,242384E_coliDH5_01757,1.895278407,27.7403783,13.89331948,0.000000001259040403,0.00000004209574218,12.45227608,3,14.23786519,0.0000000003089352244,0.00000001079869034,Significant,9.510132571
gdhA,Other,242384E_coliDH5_00676,1.883392514,32.62110026,12.7052246,0.000000004072713173,0.0000001118541582,11.24191348,22,14.1833788,0.0000000003263271706,0.00000001115079765,Significant,9.486346765
nuoB,Other,242384E_coliDH5_01036,2.912449986,27.6183635,13.94354655,0.000000001200409568,0.00000004072565991,12.50132197,2,14.1762589,0.0000000003286754399,0.00000001115079765,Significant,9.483232747
carB,Other,242384E_coliDH5_01157,1.286046678,31.32911571,11.74455125,0.00000001129021658,0.000000263096259,10.18668627,26,14.12250685,0.0000000003469928576,0.00000001160163076,Significant,9.459679465
pheA,Other,242384E_coliDH5_03484,-1.463838481,31.15692279,-12.23699635,0.000000006638453491,0.000000166466437,10.73669581,17,-14.08607319,0.0000000003600222816,0.00000001186530577,Significant,9.44367062
argD,Other,242384E_coliDH5_01594,1.978930641,29.79712134,12.97475371,0.000000003095523483,0.00000008708991068,11.52525146,6,13.80258201,0.0000000004809852535,0.00000001562863352,Significant,9.317868238
cysI,Other,242384E_coliDH5_01812,2.072392955,30.91094831,12.5515547,0.000000004772893787,0.0000001265639766,11.07795236,15,13.70063732,0.0000000005344602769,0.00000001712499804,Significant,9.272084568
gldA,Other,242384E_coliDH5_02870,1.854536309,27.43548942,13.24602292,0.000000002360120347,0.00000007071165767,11.80510452,3,13.5852496,0.0000000006026852672,0.00000001904650564,Significant,9.219909425
mntH,Other,242384E_coliDH5_01141,-7.173758023,24.55928748,-13.37090966,0.000000002086399698,0.00000006417765471,11.93219511,1,-13.50058113,0.0000000006585932831,0.0000000205320906,Significant,9.181382703
sdhA,Other,242384E_coliDH5_00065,2.041396833,29.42018761,12.42142641,0.000000005466199651,0.0000001385771714,10.93770712,8,13.31071847,0.0000000008049451877,0.00000002476011397,Significant,9.094233692
hsdS,Other,242384E_coliDH5_02468,3.777443999,23.6881066,14.27407655,0.000000000880333079,0.00000003173325646,12.82002626,1,13.23875714,0.0000000008691088211,0.00000002638202698,Significant,9.060925842
aceB,Other,242384E_coliDH5_04226,2.893124371,28.62346857,15.67542672,0.0000000002527038229,0.00000001214557749,14.09785075,1,13.1731619,0.0000000009323299863,0.00000002793357505,Significant,9.030430347
pflA,Other,242384E_coliDH5_00244,2.119365237,27.19636422,13.06496745,0.000000002826999834,0.00000008051714342,11.61890356,2,13.08449393,0.000000001025644911,0.00000003009114979,Significant,8.989002971
katE,Other,242384E_coliDH5_00647,1.866576552,31.09655517,11.84180136,0.00000001015140869,0.0000002439510402,10.29687139,20,13.08018076,0.00000000103042949,0.00000003009114979,Significant,8.986981721
nuoG,Other,242384E_coliDH5_01032,3.120626551,29.0841329,12.63314007,0.000000004386462489,0.0000001186967535,11.16522299,2,12.92988525,0.000000001212842482,0.00000003497534508,Significant,8.916195599
iscR,Other,242384E_coliDH5_01456,-3.006500507,26.50946581,-12.62471932,0.000000004424759776,0.0000001186967535,11.15623873,2,-12.90478173,0.00000000124650844,0.00000003550240706,Significant,8.904304776
gadA,Other,242384E_coliDH5_03121,2.891397219,31.61105194,12.09587297,0.000000007715400385,0.0000001893556243,10.58107749,17,12.8908621,0.000000001265601421,0.00000003560661559,Significant,8.897703046
leuD,Other,242384E_coliDH5_01197,3.803258392,27.53817669,12.50689119,0.000000004999662521,0.0000001295979937,11.02996248,2,12.87461091,0.000000001288285406,0.00000003580812569,Significant,8.889987913
phnO,Other,242384E_coliDH5_00863,4.15938073,23.57303373,13.48662613,0.000000001862841381,0.00000006052922629,12.04898852,1,12.86354225,0.000000001303981834,0.00000003581292967,Significant,8.884728459
dmsB_1,Other,242384E_coliDH5_00237,4.177018726,22.90441436,13.40044377,0.000000002026748595,0.00000006405080835,11.9620918,1,12.80303609,0.000000001393443832,0.00000003737994094,Significant,8.855910532
nuoJ,Other,242384E_coliDH5_01029,3.140991291,23.24575255,14.27648255,0.0000000008783684147,0.00000003173325646,12.82232074,1,12.66945825,0.000000001614793412,0.00000004281986669,Significant,8.791883031
iscA,Other,242384E_coliDH5_01453,4.158452011,23.84994204,13.08809823,0.00000000276222507,0.00000008051714342,11.6428217,1,12.54184679,0.000000001861291486,0.00000004879544839,Significant,8.730185609
frdB,Other,242384E_coliDH5_00799,4.66569666,23.4206664,12.80868009,0.000000003663507938,0.0000001018278652,11.35130201,1,12.50488886,0.000000001939905457,0.00000005028496505,Significant,8.712219435
argG,Other,242384E_coliDH5_02008,1.540293409,30.88097521,11.12846282,0.00000002253001792,0.0000004725159212,9.469948412,16,12.43863569,0.000000002089771681,0.00000005356781409,Significant,8.67990116
yjjG,Other,242384E_coliDH5_02440,-2.805694195,22.43463434,-14.47564242,0.0000000007308908028,0.000000027196211,13.01099856,1,-12.3675159,0.000000002264387043,0.00000005740594406,Significant,8.645049339
trpGD,Other,242384E_coliDH5_02124,-2.615323274,30.5264882,-11.46407773,0.00000001540514413,0.0000003417275723,9.864457505,11,-12.17634192,0.000000002814907843,0.00000006908502546,Significant,8.550535819
htpG,Other,242384E_coliDH5_02753,1.3255778,30.4133752,10.60729642,0.0000000414267699,0.000000789847588,8.837168108,16,12.06648994,0.000000003193954161,0.00000007756265525,Significant,8.495671321
unknown,Other,242384E_coliDH5_03597,4.26057207,23.7030826,12.43534598,0.000000005387159697,0.0000001380908602,10.95277093,1,12.04599013,0.000000003270487983,0.00000007859391435,Significant,8.485387442
ilvD,Other,242384E_coliDH5_03385,1.385958692,29.41638231,10.71996245,0.00000003624357667,0.0000007026380788,8.976101515,10,11.8491609,0.000000004112353182,0.00000009780617311,Significant,8.385909594
dapB,Other,242384E_coliDH5_01155,2.268430337,29.92533186,11.22419784,0.0000000201957146,0.0000004314029035,9.583495134,6,11.82895979,0.000000004210913658,0.00000009812704858,Significant,8.375623663
trpB,Other,242384E_coliDH5_02126,-1.878261208,31.06981189,-10.92656987,0.00000002844659967,0.0000005706982103,9.227788956,11,-11.78938585,0.000000004411314461,0.0000001007020523,Significant,8.355431982
hisB,Other,242384E_coliDH5_04118,-1.321613115,31.64696659,-10.33234641,0.00000005767922125,0.000001039577839,8.49300737,19,-11.78151425,0.000000004452366423,0.0000001007020523,Significant,8.351409101
tauD,Other,242384E_coliDH5_04249,-6.563937425,25.34165662,-11.58637708,0.00000001344265879,0.000000307051622,10.00578471,1,-11.7348184,0.000000004704359034,0.0000001053685077,Significant,8.327499541
can,Other,242384E_coliDH5_01249,-1.056630375,29.90485863,-10.04658758,0.00000008196230286,0.000001380197319,8.127434313,11,-11.57877855,0.000000005661888209,0.000000125595924,Significant,8.24703871
hha,Other,242384E_coliDH5_02740,2.635647395,22.49489986,13.44641658,0.000000001937483627,0.00000006208020454,12.00850922,1,11.5300876,0.000000006001336512,0.0000001318579365,Significant,8.22175202
nifJ,Other,242384E_coliDH5_03589,2.760390021,28.57221115,13.07562243,0.00000000279696316,0.00000008051714342,11.62992599,1,11.46949149,0.000000006454133174,0.0000001391559368,Significant,8.190162078
dxs,Other,242384E_coliDH5_02701,1.292069141,27.91871651,11.08711437,0.00000002362546679,0.0000004866424275,9.420653535,3,11.29701279,0.000000007952332164,0.0000001698706509,Significant,8.099505488
hisD,Other,242384E_coliDH5_04116,-1.524863762,32.10073484,-10.06147817,0.00000008046000396,0.00000137880515,8.14668658,28,-11.25150191,0.0000000084062088,0.0000001779185661,Significant,8.075399827
sucD,Other,242384E_coliDH5_00070,1.088147467,30.67008507,9.871106885,0.0000001020916978,0.00000167039395,7.898844205,10,11.18089667,0.000000009165409924,0.0000001908095593,Significant,8.037848106
hchA,Other,242384E_coliDH5_02370,-1.112887425,30.5563893,-10.05329476,0.00000008128196809,0.00000137880515,8.136108909,8,-11.17953959,0.00000000918069401,0.0000001908095593,Significant,8.037124487
gatZ,Other,242384E_coliDH5_03106,4.895013478,28.01143607,11.19908637,0.0000000207819974,0.0000004398538348,9.553790585,1,11.14089211,0.000000009627473898,0.0000001983087704,Significant,8.01648765
nrdE,Other,242384E_coliDH5_03413,-7.789567434,25.25657733,-10.73844659,0.0000000354612177,0.0000006992224721,8.998780756,1,-10.99181392,0.00000001157850277,0.0000002363858929,Significant,7.936347596
gadC,Other,242384E_coliDH5_00405,2.511592189,28.87703224,10.5125539,0.00000004639546758,0.0000008562747497,8.719401769,4,10.95797431,0.0000000120771137,0.000000244402643,Significant,7.918036845
